DIFF_CMD	*HASH_VALUE	sbrick ID	name	ia	da	p	pia	pda	description	description2
DIFF CHANGED 690 	_8BF5FE936C8EB273	bcfjca04	Fyros Jewels 4	a	the				Lets you make Fyros jewels of quality $cr_recommended.	Fyros Jewels 4 - Quality: $cr_recommended
DIFF CHANGED 691 	_8BF5FE93AC8EBA73	bcfjca05	Fyros Jewels 5	a	the				Lets you make Fyros jewels of quality $cr_recommended.	Fyros Jewels 5 - Quality: $cr_recommended
DIFF CHANGED 692 	_8BF5FE93EC8EC273	bcfjca06	Fyros Jewels 6	a	the				Lets you make Fyros jewels of quality $cr_recommended.	Fyros Jewels 6 - Quality: $cr_recommended
DIFF CHANGED 693 	_8BF5FE932C8ECA73	bcfjca07	Fyros Jewels 7	a	the				Lets you make Fyros jewels of quality $cr_recommended.	Fyros Jewels 7 - Quality: $cr_recommended
DIFF CHANGED 694 	_8BF5FE936D8ED273	bcfjca08	Fyros Jewels 8	a	the				Lets you make Fyros jewels of quality $cr_recommended.	Fyros Jewels 8 - Quality: $cr_recommended
DIFF CHANGED 695 	_8BF5FE93AD8EDA73	bcfjca09	Fyros Jewels 9	a	the				Lets you make Fyros jewels of quality $cr_recommended.	Fyros Jewels 9 - Quality: $cr_recommended
DIFF CHANGED 696 	_5E5E1E3D0AEA7FCB	bcfjca10	Fyros Jewels 10	a	the				Lets you make Fyros jewels of quality $cr_recommended.	Fyros Jewels 10 - Quality: $cr_recommended
DIFF CHANGED 697 	_5E5E1E3D8AFA7FCB	bcfjca11	Fyros Jewels 11	a	the				Lets you make Fyros jewels of quality $cr_recommended.	Fyros Jewels 11 - Quality: $cr_recommended
DIFF CHANGED 698 	_5E5E1E3D0A0A7FCB	bcfjca12	Fyros Jewels 12	a	the				Lets you make Fyros jewels of quality $cr_recommended.	Fyros Jewels 12 - Quality: $cr_recommended
DIFF CHANGED 699 	_5E5E1E3D8A1A7FCB	bcfjca13	Fyros Jewels 13	a	the				Lets you make Fyros jewels of quality $cr_recommended.	Fyros Jewels 13 - Quality: $cr_recommended
DIFF CHANGED 700 	_5E5E1E3D0C2A7FCB	bcfjca14	Fyros Jewels 14	a	the				Lets you make Fyros jewels of quality $cr_recommended.	Fyros Jewels 14 - Quality: $cr_recommended
DIFF CHANGED 701 	_5E5E1E3D8C3A7FCB	bcfjca15	Fyros Jewels 15	a	the				Lets you make Fyros jewels of quality $cr_recommended.	Fyros Jewels 15 - Quality: $cr_recommended
DIFF CHANGED 702 	_5E5E1E3D0C4A7FCB	bcfjca16	Fyros Jewels 16	a	the				Lets you make Fyros jewels of quality $cr_recommended.	Fyros Jewels 16 - Quality: $cr_recommended
DIFF CHANGED 703 	_5E5E1E3D8C5A7FCB	bcfjca17	Fyros Jewels 17	a	the				Lets you make Fyros jewels of quality $cr_recommended.	Fyros Jewels 17 - Quality: $cr_recommended
DIFF CHANGED 704 	_5E5E1E3D0E6A7FCB	bcfjca18	Fyros Jewels 18	a	the				Lets you make Fyros jewels of quality $cr_recommended.	Fyros Jewels 18 - Quality: $cr_recommended
DIFF CHANGED 705 	_5E5E1E3D8E7A7FCB	bcfjca19	Fyros Jewels 19	a	the				Lets you make Fyros jewels of quality $cr_recommended.	Fyros Jewels 19 - Quality: $cr_recommended
DIFF CHANGED 706 	_5E5E1E3D0A0A83CB	bcfjca20	Fyros Jewels 20	a	the				Lets you make Fyros jewels of quality $cr_recommended.	Fyros Jewels 20 - Quality: $cr_recommended
DIFF CHANGED 707 	_5E5E1E3D8A1A83CB	bcfjca21	Fyros Jewels 21	a	the				Lets you make Fyros jewels of quality $cr_recommended.	Fyros Jewels 21 - Quality: $cr_recommended
DIFF CHANGED 708 	_5E5E1E3D0A2A83CB	bcfjca22	Fyros Jewels 22	a	the				Lets you make Fyros jewels of quality $cr_recommended.	Fyros Jewels 22 - Quality: $cr_recommended
DIFF CHANGED 709 	_5E5E1E3D8A3A83CB	bcfjca23	Fyros Jewels 23	a	the				Lets you make Fyros jewels of quality $cr_recommended.	Fyros Jewels 23 - Quality: $cr_recommended
DIFF CHANGED 710 	_5E5E1E3D0C4A83CB	bcfjca24	Fyros Jewels 24	a	the				Lets you make Fyros jewels of quality $cr_recommended.	Fyros Jewels 24 - Quality: $cr_recommended
DIFF CHANGED 711 	_5E5E1E3D8C5A83CB	bcfjca25	Fyros Jewels 25	a	the				Lets you make Fyros jewels of quality $cr_recommended.	Fyros Jewels 25 - Quality: $cr_recommended
DIFF CHANGED 712 	_97C635150F04E85C	bcmaca01	Matis Armor 1	a	the				Lets you make Matis armor of quality $cr_recommended.	Matis Armor 1 - Quality: $cr_recommended
DIFF CHANGED 713 	_97D635154F04E85D	bcmaca02	Matis Armor 2	a	the				Lets you make Matis armor of quality $cr_recommended.	Matis Armor 2 - Quality: $cr_recommended
DIFF CHANGED 714 	_97E635158F04E85E	bcmaca03	Matis Armor 3	a	the				Lets you make Matis armor of quality $cr_recommended.	Matis Armor 3 - Quality: $cr_recommended
DIFF CHANGED 715 	_97F63515D004E85F	bcmaca04	Matis Armor 4	a	the				Lets you make Matis armor of quality $cr_recommended.	Matis Armor 4 - Quality: $cr_recommended
DIFF CHANGED 716 	_970635151004E860	bcmaca05	Matis Armor 5	a	the				Lets you make Matis armor of quality $cr_recommended.	Matis Armor 5 - Quality: $cr_recommended
DIFF CHANGED 717 	_971635155004E861	bcmaca06	Matis Armor 6	a	the				Lets you make Matis armor of quality $cr_recommended.	Matis Armor 6 - Quality: $cr_recommended
DIFF CHANGED 718 	_972635159004E862	bcmaca07	Matis Armor 7	a	the				Lets you make Matis armor of quality $cr_recommended.	Matis Armor 7 - Quality: $cr_recommended
DIFF CHANGED 719 	_97363515D104E863	bcmaca08	Matis Armor 8	a	the				Lets you make Matis armor of quality $cr_recommended.	Matis Armor 8 - Quality: $cr_recommended
DIFF CHANGED 720 	_974635151104E864	bcmaca09	Matis Armor 9	a	the				Lets you make Matis armor of quality $cr_recommended.	Matis Armor 9 - Quality: $cr_recommended
DIFF CHANGED 721 	_17D312A2BCC30B82	bcmaca10	Matis Armor 10	a	the				Lets you make Matis armor of quality $cr_recommended.	Matis Armor 10 - Quality: $cr_recommended
DIFF CHANGED 722 	_17D312A2FCC30F83	bcmaca11	Matis Armor 11	a	the				Lets you make Matis armor of quality $cr_recommended.	Matis Armor 11 - Quality: $cr_recommended
DIFF CHANGED 723 	_17D312A23CC31384	bcmaca12	Matis Armor 12	a	the				Lets you make Matis armor of quality $cr_recommended.	Matis Armor 12 - Quality: $cr_recommended
DIFF CHANGED 724 	_17D312A27CC31785	bcmaca13	Matis Armor 13	a	the				Lets you make Matis armor of quality $cr_recommended.	Matis Armor 13 - Quality: $cr_recommended
DIFF CHANGED 725 	_17D312A2BDC31B86	bcmaca14	Matis Armor 14	a	the				Lets you make Matis armor of quality $cr_recommended.	Matis Armor 14 - Quality: $cr_recommended
DIFF CHANGED 726 	_17D312A2FDC31F87	bcmaca15	Matis Armor 15	a	the				Lets you make Matis armor of quality $cr_recommended.	Matis Armor 15 - Quality: $cr_recommended
DIFF CHANGED 727 	_17D312A23DC32388	bcmaca16	Matis Armor 16	a	the				Lets you make Matis armor of quality $cr_recommended.	Matis Armor 16 - Quality: $cr_recommended
DIFF CHANGED 728 	_17D312A27DC32789	bcmaca17	Matis Armor 17	a	the				Lets you make Matis armor of quality $cr_recommended.	Matis Armor 17 - Quality: $cr_recommended
DIFF CHANGED 729 	_17D312A2BEC32B8A	bcmaca18	Matis Armor 18	a	the				Lets you make Matis armor of quality $cr_recommended.	Matis Armor 18 - Quality: $cr_recommended
DIFF CHANGED 730 	_17D312A2FEC32F8B	bcmaca19	Matis Armor 19	a	the				Lets you make Matis armor of quality $cr_recommended.	Matis Armor 19 - Quality: $cr_recommended
DIFF CHANGED 731 	_57D312A2BCD30B83	bcmaca20	Matis Armor 20	a	the				Lets you make Matis armor of quality $cr_recommended.	Matis Armor 20 - Quality: $cr_recommended
DIFF CHANGED 732 	_57D312A2FCD30F84	bcmaca21	Matis Armor 21	a	the				Lets you make Matis armor of quality $cr_recommended.	Matis Armor 21 - Quality: $cr_recommended
DIFF CHANGED 733 	_57D312A23CD31385	bcmaca22	Matis Armor 22	a	the				Lets you make Matis armor of quality $cr_recommended.	Matis Armor 22 - Quality: $cr_recommended
DIFF CHANGED 734 	_57D312A27CD31786	bcmaca23	Matis Armor 23	a	the				Lets you make Matis armor of quality $cr_recommended.	Matis Armor 23 - Quality: $cr_recommended
DIFF CHANGED 735 	_57D312A2BDD31B87	bcmaca24	Matis Armor 24	a	the				Lets you make Matis armor of quality $cr_recommended.	Matis Armor 24 - Quality: $cr_recommended
DIFF CHANGED 736 	_57D312A2FDD31F88	bcmaca25	Matis Armor 25	a	the				Lets you make Matis armor of quality $cr_recommended.	Matis Armor 25 - Quality: $cr_recommended
DIFF CHANGED 737 	_D8A3DF4D9CF6BF85	bcmmca01	Matis Melee Weapons 1	a	the				Lets you make Matis melee weapons of quality $cr_recommended.	Matis Melee Weapons 1 - Quality: $cr_recommended
DIFF CHANGED 738 	_D8B3DF4DDCF6BF86	bcmmca02	Matis Melee Weapons 2	a	the				Lets you make Matis melee weapons of quality $cr_recommended.	Matis Melee Weapons 2 - Quality: $cr_recommended
DIFF CHANGED 739 	_D8C3DF4D1CF6BF87	bcmmca03	Matis Melee Weapons 3	a	the				Lets you make Matis melee weapons of quality $cr_recommended.	Matis Melee Weapons 3 - Quality: $cr_recommended
DIFF CHANGED 740 	_D8D3DF4D5DF6BF88	bcmmca04	Matis Melee Weapons 4	a	the				Lets you make Matis melee weapons of quality $cr_recommended.	Matis Melee Weapons 4 - Quality: $cr_recommended
DIFF CHANGED 741 	_D8E3DF4D9DF6BF89	bcmmca05	Matis Melee Weapons 5	a	the				Lets you make Matis melee weapons of quality $cr_recommended.	Matis Melee Weapons 5 - Quality: $cr_recommended
DIFF CHANGED 742 	_D8F3DF4DDDF6BF8A	bcmmca06	Matis Melee Weapons 6	a	the				Lets you make Matis melee weapons of quality $cr_recommended.	Matis Melee Weapons 6 - Quality: $cr_recommended
DIFF CHANGED 743 	_D803DF4D1DF6BF8B	bcmmca07	Matis Melee Weapons 7	a	the				Lets you make Matis melee weapons of quality $cr_recommended.	Matis Melee Weapons 7 - Quality: $cr_recommended
DIFF CHANGED 744 	_D813DF4D5EF6BF8C	bcmmca08	Matis Melee Weapons 8	a	the				Lets you make Matis melee weapons of quality $cr_recommended.	Matis Melee Weapons 8 - Quality: $cr_recommended
DIFF CHANGED 745 	_D823DF4D9EF6BF8D	bcmmca09	Matis Melee Weapons 9	a	the				Lets you make Matis melee weapons of quality $cr_recommended.	Matis Melee Weapons 9 - Quality: $cr_recommended
DIFF CHANGED 746 	_FFA1CDE209A5EAB5	bcmmca10	Matis Melee Weapons 10	a	the				Lets you make Matis melee weapons of quality $cr_recommended.	Matis Melee Weapons 10 - Quality: $cr_recommended
DIFF CHANGED 747 	_FFA1CDE249A5EEB6	bcmmca11	Matis Melee Weapons 11	a	the				Lets you make Matis melee weapons of quality $cr_recommended.	Matis Melee Weapons 11 - Quality: $cr_recommended
DIFF CHANGED 748 	_FFA1CDE289A5F2B7	bcmmca12	Matis Melee Weapons 12	a	the				Lets you make Matis melee weapons of quality $cr_recommended.	Matis Melee Weapons 12 - Quality: $cr_recommended
DIFF CHANGED 749 	_FFA1CDE2C9A5F6B8	bcmmca13	Matis Melee Weapons 13	a	the				Lets you make Matis melee weapons of quality $cr_recommended.	Matis Melee Weapons 13 - Quality: $cr_recommended
DIFF CHANGED 750 	_FFA1CDE20AA5FAB9	bcmmca14	Matis Melee Weapons 14	a	the				Lets you make Matis melee weapons of quality $cr_recommended.	Matis Melee Weapons 14 - Quality: $cr_recommended
DIFF CHANGED 751 	_FFA1CDE24AA5FEBA	bcmmca15	Matis Melee Weapons 15	a	the				Lets you make Matis melee weapons of quality $cr_recommended.	Matis Melee Weapons 15 - Quality: $cr_recommended
DIFF CHANGED 752 	_FFA1CDE28AA502BB	bcmmca16	Matis Melee Weapons 16	a	the				Lets you make Matis melee weapons of quality $cr_recommended.	Matis Melee Weapons 16 - Quality: $cr_recommended
DIFF CHANGED 753 	_FFA1CDE2CAA506BC	bcmmca17	Matis Melee Weapons 17	a	the				Lets you make Matis melee weapons of quality $cr_recommended.	Matis Melee Weapons 17 - Quality: $cr_recommended
DIFF CHANGED 754 	_FFA1CDE20BA50ABD	bcmmca18	Matis Melee Weapons 18	a	the				Lets you make Matis melee weapons of quality $cr_recommended.	Matis Melee Weapons 18 - Quality: $cr_recommended
DIFF CHANGED 755 	_FFA1CDE24BA50EBE	bcmmca19	Matis Melee Weapons 19	a	the				Lets you make Matis melee weapons of quality $cr_recommended.	Matis Melee Weapons 19 - Quality: $cr_recommended
DIFF CHANGED 756 	_3FA1CDE209B5EAB6	bcmmca20	Matis Melee Weapons 20	a	the				Lets you make Matis melee weapons of quality $cr_recommended.	Matis Melee Weapons 20 - Quality: $cr_recommended
DIFF CHANGED 757 	_3FA1CDE249B5EEB7	bcmmca21	Matis Melee Weapons 21	a	the				Lets you make Matis melee weapons of quality $cr_recommended.	Matis Melee Weapons 21 - Quality: $cr_recommended
DIFF CHANGED 758 	_3FA1CDE289B5F2B8	bcmmca22	Matis Melee Weapons 22	a	the				Lets you make Matis melee weapons of quality $cr_recommended.	Matis Melee Weapons 22 - Quality: $cr_recommended
DIFF CHANGED 759 	_3FA1CDE2C9B5F6B9	bcmmca23	Matis Melee Weapons 23	a	the				Lets you make Matis melee weapons of quality $cr_recommended.	Matis Melee Weapons 23 - Quality: $cr_recommended
DIFF CHANGED 760 	_3FA1CDE20AB5FABA	bcmmca24	Matis Melee Weapons 24	a	the				Lets you make Matis melee weapons of quality $cr_recommended.	Matis Melee Weapons 24 - Quality: $cr_recommended
DIFF CHANGED 761 	_3FA1CDE24AB5FEBB	bcmmca25	Matis Melee Weapons 25	a	the				Lets you make Matis melee weapons of quality $cr_recommended.	Matis Melee Weapons 25 - Quality: $cr_recommended
DIFF CHANGED 762 	_19A3E7519B27C38A	bcmrca01	Matis Range Weapons 1	a	the				Lets you make Matis range weapons of quality $cr_recommended.	Matis Range Weapons 1 - Quality: $cr_recommended
DIFF CHANGED 763 	_19B3E751DB27C38B	bcmrca02	Matis Range Weapons 2	a	the				Lets you make Matis range weapons of quality $cr_recommended.	Matis Range Weapons 2 - Quality: $cr_recommended
DIFF CHANGED 764 	_19C3E7511B27C38C	bcmrca03	Matis Range Weapons 3	a	the				Lets you make Matis range weapons of quality $cr_recommended.	Matis Range Weapons 3 - Quality: $cr_recommended
DIFF CHANGED 765 	_19D3E7515C27C38D	bcmrca04	Matis Range Weapons 4	a	the				Lets you make Matis range weapons of quality $cr_recommended.	Matis Range Weapons 4 - Quality: $cr_recommended
DIFF CHANGED 766 	_19E3E7519C27C38E	bcmrca05	Matis Range Weapons 5	a	the				Lets you make Matis range weapons of quality $cr_recommended.	Matis Range Weapons 5 - Quality: $cr_recommended
DIFF CHANGED 767 	_19F3E751DC27C38F	bcmrca06	Matis Range Weapons 6	a	the				Lets you make Matis range weapons of quality $cr_recommended.	Matis Range Weapons 6 - Quality: $cr_recommended
DIFF CHANGED 768 	_1903E7511C27C390	bcmrca07	Matis Range Weapons 7	a	the				Lets you make Matis range weapons of quality $cr_recommended.	Matis Range Weapons 7 - Quality: $cr_recommended
DIFF CHANGED 769 	_1913E7515D27C391	bcmrca08	Matis Range Weapons 8	a	the				Lets you make Matis range weapons of quality $cr_recommended.	Matis Range Weapons 8 - Quality: $cr_recommended
DIFF CHANGED 770 	_1923E7519D27C392	bcmrca09	Matis Range Weapons 9	a	the				Lets you make Matis range weapons of quality $cr_recommended.	Matis Range Weapons 9 - Quality: $cr_recommended
DIFF CHANGED 771 	_40A1DDE88707FEB5	bcmrca10	Matis Range Weapons 10	a	the				Lets you make Matis range weapons of quality $cr_recommended.	Matis Range Weapons 10 - Quality: $cr_recommended
DIFF CHANGED 772 	_40A1DDE8C70702B6	bcmrca11	Matis Range Weapons 11	a	the				Lets you make Matis range weapons of quality $cr_recommended.	Matis Range Weapons 11 - Quality: $cr_recommended
DIFF CHANGED 773 	_40A1DDE8070706B7	bcmrca12	Matis Range Weapons 12	a	the				Lets you make Matis range weapons of quality $cr_recommended.	Matis Range Weapons 12 - Quality: $cr_recommended
DIFF CHANGED 774 	_40A1DDE847070AB8	bcmrca13	Matis Range Weapons 13	a	the				Lets you make Matis range weapons of quality $cr_recommended.	Matis Range Weapons 13 - Quality: $cr_recommended
DIFF CHANGED 775 	_40A1DDE888070EB9	bcmrca14	Matis Range Weapons 14	a	the				Lets you make Matis range weapons of quality $cr_recommended.	Matis Range Weapons 14 - Quality: $cr_recommended
DIFF CHANGED 776 	_40A1DDE8C80712BA	bcmrca15	Matis Range Weapons 15	a	the				Lets you make Matis range weapons of quality $cr_recommended.	Matis Range Weapons 15 - Quality: $cr_recommended
DIFF CHANGED 777 	_40A1DDE8080716BB	bcmrca16	Matis Range Weapons 16	a	the				Lets you make Matis range weapons of quality $cr_recommended.	Matis Range Weapons 16 - Quality: $cr_recommended
DIFF CHANGED 778 	_40A1DDE848071ABC	bcmrca17	Matis Range Weapons 17	a	the				Lets you make Matis range weapons of quality $cr_recommended.	Matis Range Weapons 17 - Quality: $cr_recommended
DIFF CHANGED 779 	_40A1DDE889071EBD	bcmrca18	Matis Range Weapons 18	a	the				Lets you make Matis range weapons of quality $cr_recommended.	Matis Range Weapons 18 - Quality: $cr_recommended
DIFF CHANGED 780 	_40A1DDE8C90722BE	bcmrca19	Matis Range Weapons 19	a	the				Lets you make Matis range weapons of quality $cr_recommended.	Matis Range Weapons 19 - Quality: $cr_recommended
DIFF CHANGED 781 	_80A1DDE88717FEB6	bcmrca20	Matis Range Weapons 20	a	the				Lets you make Matis range weapons of quality $cr_recommended.	Matis Range Weapons 20 - Quality: $cr_recommended
DIFF CHANGED 782 	_80A1DDE8C71702B7	bcmrca21	Matis Range Weapons 21	a	the				Lets you make Matis range weapons of quality $cr_recommended.	Matis Range Weapons 21 - Quality: $cr_recommended
DIFF CHANGED 783 	_80A1DDE8071706B8	bcmrca22	Matis Range Weapons 22	a	the				Lets you make Matis range weapons of quality $cr_recommended.	Matis Range Weapons 22 - Quality: $cr_recommended
DIFF CHANGED 784 	_80A1DDE847170AB9	bcmrca23	Matis Range Weapons 23	a	the				Lets you make Matis range weapons of quality $cr_recommended.	Matis Range Weapons 23 - Quality: $cr_recommended
DIFF CHANGED 785 	_80A1DDE888170EBA	bcmrca24	Matis Range Weapons 24	a	the				Lets you make Matis range weapons of quality $cr_recommended.	Matis Range Weapons 24 - Quality: $cr_recommended
DIFF CHANGED 786 	_80A1DDE8C81712BB	bcmrca25	Matis Range Weapons 25	a	the				Lets you make Matis range weapons of quality $cr_recommended.	Matis Range Weapons 25 - Quality: $cr_recommended
DIFF CHANGED 787 	_8861B9388F5C10DF	bcmpca01	Matis Ammo 1	a	the				Lets you make Matis ammo of quality $cr_recommended.	Matis Ammo 1 - Quality: $cr_recommended
DIFF CHANGED 788 	_C861B9380F5C10DF	bcmpca02	Matis Ammo 2	a	the				Lets you make Matis ammo of quality $cr_recommended.	Matis Ammo 2 - Quality: $cr_recommended
DIFF CHANGED 789 	_0861B9388F5C10DF	bcmpca03	Matis Ammo 3	a	the				Lets you make Matis ammo of quality $cr_recommended.	Matis Ammo 3 - Quality: $cr_recommended
DIFF CHANGED 790 	_4961B938115C10DF	bcmpca04	Matis Ammo 4	a	the				Lets you make Matis ammo of quality $cr_recommended.	Matis Ammo 4 - Quality: $cr_recommended
DIFF CHANGED 791 	_8961B938915C10DF	bcmpca05	Matis Ammo 5	a	the				Lets you make Matis ammo of quality $cr_recommended.	Matis Ammo 5 - Quality: $cr_recommended
DIFF CHANGED 792 	_C961B938115C10DF	bcmpca06	Matis Ammo 6	a	the				Lets you make Matis ammo of quality $cr_recommended.	Matis Ammo 6 - Quality: $cr_recommended
DIFF CHANGED 793 	_0961B938915C10DF	bcmpca07	Matis Ammo 7	a	the				Lets you make Matis ammo of quality $cr_recommended.	Matis Ammo 7 - Quality: $cr_recommended
DIFF CHANGED 794 	_4A61B938135C10DF	bcmpca08	Matis Ammo 8	a	the				Lets you make Matis ammo of quality $cr_recommended.	Matis Ammo 8 - Quality: $cr_recommended
DIFF CHANGED 795 	_8A61B938935C10DF	bcmpca09	Matis Ammo 9	a	the				Lets you make Matis ammo of quality $cr_recommended.	Matis Ammo 9 - Quality: $cr_recommended
DIFF CHANGED 796 	_A68238DC07BB9A6F	bcmpca10	Matis Ammo 10	a	the				Lets you make Matis ammo of quality $cr_recommended.	Matis Ammo 10 - Quality: $cr_recommended
DIFF CHANGED 797 	_A6823CDC47BB9A70	bcmpca11	Matis Ammo 11	a	the				Lets you make Matis ammo of quality $cr_recommended.	Matis Ammo 11 - Quality: $cr_recommended
DIFF CHANGED 798 	_A68240DC87BB9A71	bcmpca12	Matis Ammo 12	a	the				Lets you make Matis ammo of quality $cr_recommended.	Matis Ammo 12 - Quality: $cr_recommended
DIFF CHANGED 799 	_A68244DCC7BB9A72	bcmpca13	Matis Ammo 13	a	the				Lets you make Matis ammo of quality $cr_recommended.	Matis Ammo 13 - Quality: $cr_recommended
DIFF CHANGED 800 	_A68248DC08BB9A73	bcmpca14	Matis Ammo 14	a	the				Lets you make Matis ammo of quality $cr_recommended.	Matis Ammo 14 - Quality: $cr_recommended
DIFF CHANGED 801 	_A6824CDC48BB9A74	bcmpca15	Matis Ammo 15	a	the				Lets you make Matis ammo of quality $cr_recommended.	Matis Ammo 15 - Quality: $cr_recommended
DIFF CHANGED 802 	_A68250DC88BB9A75	bcmpca16	Matis Ammo 16	a	the				Lets you make Matis ammo of quality $cr_recommended.	Matis Ammo 16 - Quality: $cr_recommended
DIFF CHANGED 803 	_A68254DCC8BB9A76	bcmpca17	Matis Ammo 17	a	the				Lets you make Matis ammo of quality $cr_recommended.	Matis Ammo 17 - Quality: $cr_recommended
DIFF CHANGED 804 	_A68258DC09BB9A77	bcmpca18	Matis Ammo 18	a	the				Lets you make Matis ammo of quality $cr_recommended.	Matis Ammo 18 - Quality: $cr_recommended
DIFF CHANGED 805 	_A6825CDC49BB9A78	bcmpca19	Matis Ammo 19	a	the				Lets you make Matis ammo of quality $cr_recommended.	Matis Ammo 19 - Quality: $cr_recommended
