*HASH_VALUE	creature ID	name	ia	da	p	pia	pda	cc	pr
_C35DD137344E9806	chajf2	Arma fier	un	l'	Armas fiers	des	les	de l'	à l'
_BD2E6DE49CC8AC29	chajf3	Arma féroce	un	l'	Armas féroces	des	les	de l'	à l'
_A836BF775DC69F97	chajf4	Arma inapaisé	un	l'	Armas inapaisés	des	les	de l'	à l'
_D444C48516C6FFBB	chala1	Arma allaitant	un	l'	Armas allaitants	des	les	de l'	à l'
_84FF5DE962E99026	chala2	Arma sevré	un	l'	Armas sevrés	des	les	de l'	à l'
_9344C08411A603A7	chala3	Arma docile	un	l'	Armas dociles	des	les	de l'	à l'
_EFFF4D036637AF27	chala4	Arma doux	un	l'	Armas doux	des	les	de l'	à l'
_EFFF4D036637A328	chalb1	Arma craintif	un	l'	Armas craintifs	des	les	de l'	à l'
_C43C9538713EA0FE	chalb2	Arma vagabondant	un	l'	Armas vagabondants	des	les	de l'	à l'
_C2CC8D27713D8C08	chalb3	Arma détalant	un	l'	Armas détalants	des	les	de l'	à l'
_57449C7D1207EBAC	chalb4	Arma endiablé	un	l'	Armas endiablés	des	les	de l'	à l'
_FF7E55EBA2898C23	chale1	Arma irrité	un	l'	Armas irrités	des	les	de l'	à l'
_8B8F75077032F203	chale2	Arma brutal	un	l'	Armas brutaux	des	les	de l'	à l'
_8B8F3DFFEE72F603	chale3	Arma farouche	un	l'	Armas farouches	des	les	de l'	à l'
_D544A07F1676F3BF	chale4	Arma violent	un	l'	Armas violents	des	les	de l'	à l'
_D544A07F1676E7C0	chalf1	Arma furieux	un	l'	Armas furieux	des	les	de l'	à l'
_C86F3D1E19D61F20	chalf2	Arma fier	un	l'	Armas fiers	des	les	de l'	à l'
_02C1AD0E3A79F011	chalf3	Arma féroce	un	l'	Armas féroces	des	les	de l'	à l'
_2936BF77DEC6A797	chalf4	Arma inapaisé	un	l'	Armas inapaisés	des	les	de l'	à l'
_19473417AC08E75C	chapa1	Arma allaitant	un	l'	Armas allaitants	des	les	de l'	à l'
_C98D0D29B14D6C12	chapa2	Arma sevré	un	l'	Armas sevrés	des	les	de l'	à l'
_321F3D0F2B89E727	chapa3	Arma docile	un	l'	Armas dociles	des	les	de l'	à l'
_4D775231055F64E1	chapa4	Arma doux	un	l'	Armas doux	des	les	de l'	à l'
_4D775231055F58E2	chapb1	Arma craintif	un	l'	Armas craintifs	des	les	de l'	à l'
_7E5E39ED5EE8C024	chapb2	Arma vagabondant	un	l'	Armas vagabondants	des	les	de l'	à l'
_102FD515EEB0F60A	chapb3	Arma détalant	un	l'	Armas détalants	des	les	de l'	à l'
_B0BF250B2AC7D328	chapb4	Arma endiablé	un	l'	Armas endiablés	des	les	de l'	à l'
_B0BF250B2AC7C729	chapc1	Arma robuste	un	l'	Armas robustes	des	les	de l'	à l'
_8C8F3D07EAB0F201	chapc2	Arma prudent	un	l'	Armas prudents	des	les	de l'	à l'
_3A872A33BF1A6CC4	chapc3	Arma glouton	un	l'	Armas gloutons	des	les	de l'	à l'
_432FADFD1EC89821	chapc4	Arma grogneur	un	l'	Armas grogneurs	des	les	de l'	à l'
_432FADFD1EC88C22	chapd1	Arma bourru	un	l'	Armas bourrus	des	les	de l'	à l'
_8C8F0D2BEE30F202	chapd2	Arma obstiné	un	l'	Armas obstinés	des	les	de l'	à l'
_053CA93971EE94FA	chapd3	Arma radical	un	l'	Armas radicaux	des	les	de l'	à l'
_F550610526F7AB2A	chapd4	Arma parasitaire	un	l'	Armas parasitaires	des	les	de l'	à l'
_F550610526F79F2B	chape1	Arma irrité	un	l'	Armas irrités	des	les	de l'	à l'
_B07F3905E508F32B	chape2	Arma brutal	un	l'	Armas brutaux	des	les	de l'	à l'
_43F9B1262FDE4CD9	chape3	Arma farouche	un	l'	Armas farouches	des	les	de l'	à l'
_0D204E6FC9748991	chape4	Arma violent	un	l'	Armas violents	des	les	de l'	à l'
_0D204E6FC9747D92	chapf1	Arma furieux	un	l'	Armas furieux	des	les	de l'	à l'
_0DC51A3684ED60F3	chapf2	Arma fier	un	l'	Armas fiers	des	les	de l'	à l'
_3F2E6DE49CC8AC29	chapf3	Arma féroce	un	l'	Armas féroces	des	les	de l'	à l'
_1BA4A1BA66486794	chbdc1	Bodoc robuste	un	le	Bodocs robustes	des	les	du	au
_8B1F5527E4740473	chbdc2	Bodoc prudent	un	le	Bodocs prudents	des	les	du	au
_8DC1E527E4740873	chbdc3	Bodoc glouton	un	le	Bodocs gloutons	des	les	du	au
_BF9E5E107C2A60FB	chbdc4	Bodoc grogneur	un	le	Bodocs grogneurs	des	les	du	au
_BE0E52103CDA640B	chbfa1	Bodoc allaitant	un	le	Bodocs allaitants	des	les	du	au
_7FEE1E12381A680B	chbfa2	Bodoc sevré	un	le	Bodocs sevrés	des	les	du	au
_400F321B3C5BB418	chbfa3	Bodoc docile	un	le	Bodocs dociles	des	les	du	au
_BEBE290633275F1D	chbfa4	Bodoc doux	un	le	Bodocs doux	des	les	du	au
_A43B5D1D2A686377	chbfa5	Bodoc	un	le	Bodocs	des	les	du	au
_9BA4F5BAB018B790	chbfb1	Bodoc craintif	un	le	Bodocs craintifs	des	les	du	au
_9BA4A1B868C78B8D	chbfb2	Bodoc vagabondant	un	le	Bodocs vagabondants	des	les	du	au
_A44B410FA9685B78	chbfb3	Bodoc détalant	un	le	Bodocs détalants	des	les	du	au
_9BA4D9BB6CF7AB8D	chbfb4	Bodoc endiablé	un	le	Bodocs endiablés	des	les	du	au
_1778005F6806AB7B	chbfb6	Bodoc contagieux	un	le	Bodocs contagieux	des	les	du	au
_9BA4D9BB6CF79F8E	chbfc1	Bodoc robuste	un	le	Bodocs robustes	des	les	du	au
_0B1F5527E4740473	chbfc2	Bodoc prudent	un	le	Bodocs prudents	des	les	du	au
_9BA4A1BBE998A798	chbfc3	Bodoc glouton	un	le	Bodocs gloutons	des	les	du	au
_82FE4E13BDDAB8F9	chbfc4	Bodoc grogneur	un	le	Bodocs grogneurs	des	les	du	au
_901F250368540075	chbje1	Bodoc irrité	un	le	Bodocs irrités	des	les	du	au
_3E5F910BB0274B15	chbje2	Bodoc brutal	un	le	Bodocs brutaux	des	les	du	au
_865FC52DE2560875	chbje3	Bodoc farouche	un	le	Bodocs farouches	des	les	du	au
_863F050FE2360C75	chbje4	Bodoc violent	un	le	Bodocs violents	des	les	du	au
_98A0AE5DAD5E2811	chbld1	Bodoc bourru	un	le	Bodocs bourrus	des	les	du	au
_5841AE5DB18E5411	chbld2	Bodoc obstiné	un	le	Bodocs obstinés	des	les	du	au
_C32F321CB7DA6C14	chbld3	Bodoc radical	un	le	Bodocs radicaux	des	les	du	au
_81DE520EFCDA700D	chbld4	Bodoc parasitaire	un	le	Bodocs parasitaires	des	les	du	au
_278C8916AC674777	chbpa1	Bodoc allaitant	un	le	Bodocs allaitants	des	les	du	au
_5441EA41700E3815	chbpa2	Bodoc sevré	un	le	Bodocs sevrés	des	les	du	au
_8C1F1D19EC560871	chbpa3	Bodoc docile	un	le	Bodocs dociles	des	les	du	au
_27945E2A0B4D8D28	chbpa4	Bodoc doux	un	le	Bodocs doux	des	les	du	au
_27945E2A0B4D8129	chbpb1	Bodoc craintif	un	le	Bodocs craintifs	des	les	du	au
_FEAE1E03BD5A700B	chbpb2	Bodoc vagabondant	un	le	Bodocs vagabondants	des	les	du	au
_420E3511B0466F2A	chbpb3	Bodoc détalant	un	le	Bodocs détalants	des	les	du	au
_889FCD25E8940C72	chbpb4	Bodoc endiablé	un	le	Bodocs endiablés	des	les	du	au
_889FCD25E8940073	chbpc1	Bodoc robuste	un	le	Bodocs robustes	des	les	du	au
_410F4D0030C6571F	chbpc2	Bodoc prudent	un	le	Bodocs prudents	des	les	du	au
_13A43E15F75D6915	chbpc3	Bodoc glouton	un	le	Bodocs gloutons	des	les	du	au
_02B052167B197015	chbpc4	Bodoc grogneur	un	le	Bodocs grogneurs	des	les	du	au
_02B052167B196416	chbpd1	Bodoc bourru	un	le	Bodocs bourrus	des	les	du	au
_41AE7D1CB1865720	chbpd2	Bodoc obstiné	un	le	Bodocs obstinés	des	les	du	au
_9680DA57AA3E3800	chbpd3	Bodoc radical	un	le	Bodocs radicaux	des	les	du	au
_121F250368540C74	chbpd4	Bodoc parasitaire	un	le	Bodocs parasitaires	des	les	du	au
_121F250368540075	chbpe1	Bodoc irrité	un	le	Bodocs irrités	des	les	du	au
_881F1507E6D60475	chbpe2	Bodoc brutal	un	le	Bodocs brutaux	des	les	du	au
_D5DC7E54B01D2B1B	chbpe3	Bodoc farouche	un	le	Bodocs farouches	des	les	du	au
_9570839325B5115F	chbpe4	Bodoc violent	un	le	Bodocs violents	des	les	du	au
_9570839325B50560	chbpf1	Bodoc furieux	un	le	Bodocs furieux	des	les	du	au
_9F533A45830C6148	chbpf2	Bodoc fier	un	le	Bodocs fiers	des	les	du	au
_02AE2E057A5A700D	chbpf3	Bodoc féroce	un	le	Bodocs féroces	des	les	du	au
_D9E1D273C08AF571	chcda1	Capryni allaitant	un	le	Caprynis allaitants	des	les	du	au
_1CA2156D060B5F68	chcda2	Capryni sevré	un	le	Caprynis sevrés	des	les	du	au
_9902267C80AB517A	chcda3	Capryni docile	un	le	Caprynis dociles	des	les	du	au
_1CF5462C806C5F10	chcda4	Capryni doux	un	le	Caprynis doux	des	les	du	au
_843F3E453D19DCBD	chcdb1	Capryni craintif	un	le	Caprynis craintifs	des	les	du	au
_5D76D63A00DB8302	chcdb2	Capryni vagabondant	un	le	Caprynis vagabondants	des	les	du	au
_6215423B7ECD4B0E	chcdb3	Capryni détalant	un	le	Caprynis détalants	des	les	du	au
_F3870D1B6CB87CF4	chcdb4	Capryni endiablé	un	le	Caprynis endiablés	des	les	du	au
_7387B51B765870F4	chcfb1	Capryni craintif	un	le	Caprynis craintifs	des	les	du	au
_73870D1770F674F4	chcfb2	Capryni vagabondant	un	le	Caprynis vagabondants	des	les	du	au
_ACDE9929C1FED0AC	chcfb3	Capryni détalant	un	le	Caprynis détalants	des	les	du	au
_73877D1D72F67CF4	chcfb4	Capryni endiablé	un	le	Caprynis endiablés	des	les	du	au
_98C1126FFE6A3570	chcjd1	Capryni bourru	un	le	Caprynis bourrus	des	les	du	au
_A2D55389949F196C	chcjd2	Capryni  obstiné	un	le	Caprynis  obstinés	des	les	du	au
_74871517701878F6	chcjd3	Capryni radical	un	le	Caprynis radicaux	des	les	du	au
_0B2F42427D0938C0	chcjd4	Capryni parasitaire	un	le	Caprynis parasitaires	des	les	du	au
_F5870D096E9870F5	chclc1	Capryni robuste	un	le	Caprynis robustes	des	les	du	au
_71CFB525BECDCCAD	chclc2	Capryni prudent	un	le	Caprynis prudents	des	les	du	au
_712FA5233E6ED0AD	chclc3	Capryni glouton	un	le	Caprynis gloutons	des	les	du	au
_98B51A728733E93D	chclc4	Capryni grogneur	un	le	Caprynis grogneurs	des	les	du	au
_2FD7D0ACF3A7DFA8	chclc5	Runroy	un	le	Runroys	des	les	du	au
_34FFB535C1CDC8AB	chcpa1	Capryni allaitant	un	le	Caprynis allaitants	des	les	du	au
_5CE636610D23714A	chcpa2	Capryni sevré	un	le	Caprynis sevrés	des	les	du	au
_8A5F625DBF0A08B5	chcpa3	Capryni docile	un	le	Caprynis dociles	des	les	du	au
_66B57376DDB0B96B	chcpa4	Capryni doux	un	le	Caprynis doux	des	les	du	au
_66B57376DDB0AD6C	chcpb1	Capryni craintif	un	le	Caprynis craintifs	des	les	du	au
_9C20D27480C9F973	chcpb2	Capryni vagabondant	un	le	Caprynis vagabondants	des	les	du	au
_A4C5EE37C2FC4F0E	chcpb3	Capryni détalant	un	le	Caprynis détalants	des	les	du	au
_8500225D3DA9E4BA	chcpb4	Capryni endiablé	un	le	Caprynis endiablés	des	les	du	au
_8500225D3DA9D8BB	chcpc1	Capryni robuste	un	le	Caprynis robustes	des	les	du	au
_20554230FE0B5717	chcpc2	Capryni prudent	un	le	Caprynis prudents	des	les	du	au
_D2740A7B5BB0AD54	chcpc3	Capryni glouton	un	le	Caprynis gloutons	des	les	du	au
_5D51F27D41FA217D	chcpc4	Capryni grogneur	un	le	Caprynis grogneurs	des	les	du	au
_C10E7506E3595C21	chdda1	Yubo allaitant	un	le	Yubos allaitants	des	les	du	au
_82DF451523371B12	chdda2	Yubo sevré	un	le	Yubos sevrés	des	les	du	au
_ED2F4D1126B70F40	chddb1	Yubo craintif	un	le	Yubos craintifs	des	les	du	au
_05212505F072F2FA	chddb2	Yubo vagabondant	un	le	Yubos vagabondants	des	les	du	au
_8D3F7D076C74F6FC	chddb3	Yubo détalant	un	le	Yubos détalants	des	les	du	au
_1EC4A89E11F7E3AB	chddb4	Yubo endiablé	un	le	Yubos endiablés	des	les	du	au
_49269A367F6E9804	chddf1	Yubo furieux	un	le	Yubos furieux	des	les	du	au
_C3BF350C27998022	chddf2	Yubo fier	un	le	Yubos fiers	des	les	du	au
_43F04D06A8899424	chddf3	Yubo féroce	un	le	Yubos féroces	des	les	du	au
_05CDCD36342DBCF4	chdfa1	Yubo allaitant	un	le	Yubos allaitants	des	les	du	au
_57F8400AEC28EF73	chdfa2	Yubo sevré	un	le	Yubos sevrés	des	les	du	au
_63A9649E6AD89FA6	chdfa7	Yubokin	un	le	Yubokins	des	les	du	au
_DEC4FC9E1618D7BF	chdfb1	Yubo craintif	un	le	Yubos craintifs	des	les	du	au
_1DC4A89C1396D3B3	chdfb2	Yubo vagabondant	un	le	Yubos vagabondants	des	les	du	au
_57B73CFAEFF8276D	chdfb3	Yubo détalant	un	le	Yubos détalants	des	les	du	au
_1DC4E09F9477E7B9	chdfb4	Yubo endiablé	un	le	Yubos endiablés	des	les	du	au
_5C29909AA696D38D	chdfb5	Ora	un	l'	Oras	des	les	de l'	à l'
_420E7506E3595C21	chdja1	Yubo allaitant	un	le	Yubos allaitants	des	les	du	au
_03DF451523371B12	chdja2	Yubo sevré	un	le	Yubos sevrés	des	les	du	au
_6E2F4D1126B70F40	chdjb1	Yubo craintif	un	le	Yubos craintifs	des	les	du	au
_86212505F072F2FA	chdjb2	Yubo vagabondant	un	le	Yubos vagabondants	des	les	du	au
_0E3F7D076C74F6FC	chdjb3	Yubo détalant	un	le	Yubos détalants	des	les	du	au
_9FC4A89E11F7E3AB	chdjb4	Yubo endiablé	un	le	Yubos endiablés	des	les	du	au
_CA269A367F6E9804	chdjf1	Yubo furieux	un	le	Yubos furieux	des	les	du	au
_44BF350C27998022	chdjf2	Yubo fier	un	le	Yubos fiers	des	les	du	au
_C4F04D06A8899424	chdjf3	Yubo féroce	un	le	Yubos féroces	des	les	du	au
_5DC4D09D16A6D3BE	chdla1	Yubo allaitant	un	le	Yubos allaitants	des	les	du	au
_075F3D0468E99026	chdla2	Yubo sevré	un	le	Yubos sevrés	des	les	du	au
_EF2F4D1126B70F40	chdlb1	Yubo craintif	un	le	Yubos craintifs	des	les	du	au
_083DA150713ED8F3	chdlb2	Yubo vagabondant	un	le	Yubos vagabondants	des	les	du	au
_06CD993F713DC4FD	chdlb3	Yubo détalant	un	le	Yubos détalants	des	les	du	au
_E0C4A89512E7BFAF	chdlb4	Yubo endiablé	un	le	Yubos endiablés	des	les	du	au
_DAF834172F582B69	chdpa1	Yubo allaitant	un	le	Yubos allaitants	des	les	du	au
_0D8E1941B14DA407	chdpa2	Yubo sevré	un	le	Yubos sevrés	des	les	du	au
_324F3D1DEB09533F	chdpa3	Yubo docile	un	le	Yubos dociles	des	les	du	au
_8AD7B23188AF7007	chdpa4	Yubo doux	un	le	Yubos doux	des	les	du	au
_8AD7B23188AF6408	chdpb1	Yubo craintif	un	le	Yubos craintifs	des	les	du	au
_01BE190864E8C024	chdpb2	Yubo vagabondant	un	le	Yubos vagabondants	des	les	du	au
_105F45FF70B2F60A	chdpb3	Yubo détalant	un	le	Yubos détalants	des	les	du	au
_B0EF2519EA473F40	chdpb4	Yubo endiablé	un	le	Yubos endiablés	des	les	du	au
_B0EF2519EA473341	chdpc1	Yubo robuste	un	le	Yubos robustes	des	les	du	au
_8CBFADF16CB2F201	chdpc2	Yubo prudent	un	le	Yubos prudents	des	les	du	au
_77E78A33426A78EA	chdpc3	Yubo glouton	un	le	Yubos gloutons	des	les	du	au
_C68F8D1824C89821	chdpc4	Yubo grogneur	un	le	Yubos grogneurs	des	les	du	au
_96A05A87C9545195	chdpf1	Yubo furieux	un	le	Yubos furieux	des	les	du	au
_4A257A36073D6C19	chdpf2	Yubo fier	un	le	Yubos fiers	des	les	du	au
_C28E4DFFA2C8AC29	chdpf3	Yubo féroce	un	le	Yubos féroces	des	les	du	au
_1BC4A08C1678E3BB	chega1	Cray impur	un	le	Crays impurs	des	les	du	au
_1A359E49447EE844	chega2	Cray tuméfié	un	le	Crays tuméfiés	des	les	du	au
_4B51FD09EED0F619	chega3	Cray contaminé	un	le	Crays contaminés	des	les	du	au
_8AC0125A09F42D92	chega4	Cray infecté	un	le	Crays infectés	des	les	du	au
_8AC0125A09F42193	chegb1	Cray écœurant	un	le	Crays écœurants	des	les	du	au
_FFB08109F7B9C811	chegb2	Cray puant	un	le	Crays puants	des	les	du	au
_C531DDF7E8F2F6FA	chegb3	Cray morbide	un	le	Crays morbides	des	les	du	au
_98C4BC8F9447FBB6	chegb4	Cray empoisonné	un	le	Crays empoisonnés	des	les	du	au
_98C4BC8F9447EFB7	chegc1	Cray souffrant	un	le	Crays souffrants	des	les	du	au
_C5CFCDFDF2D2F2FB	chegc2	Cray fiévreux	un	le	Crays fiévreux	des	les	du	au
_C6FF31EDDC486423	chegc3	Cray putréfié	un	le	Crays putréfiés	des	les	du	au
_053061F02029681D	chegc4	Cray venimeux	un	le	Crays venimeux	des	les	du	au
_EDD6276A1CF6FB8C	chegc6	Cray	un	le	Crays	des	les	du	au
_053061F020295C1E	chegd1	Cray ravagé	un	le	Crays ravagés	des	les	du	au
_B280551DE808EB2C	chegd2	Cray poisseux	un	le	Crays poisseux	des	les	du	au
_D6A75818F5E84F4E	chegd3	Cray pestilentiel	un	le	Crays pestilentiels	des	les	du	au
_E152357708DB6478	chegd4	Cray délirant	un	le	Crays délirants	des	les	du	au
_E152357708DB5879	chege1	Cray pustuleux	un	le	Crays pustuleux	des	les	du	au
_C58F7511E8B2F2FD	chege2	Cray suintant	un	le	Crays suintants	des	les	du	au
_0C6DE93574CE28FC	chege3	Cray écumant	un	le	Crays écumants	des	les	du	au
_CD8F850BEC32FA1B	chege4	Cray répugnant	un	le	Crays répugnants	des	les	du	au
_CD8F850BEC32EE1C	chegf1	Cray dément	un	le	Crays déments	des	les	du	au
_473F39EA9B686026	chegf2	Cray frénétique	un	le	Crays frénétiques	des	les	du	au
_022F3DE61CC8AC29	chegf3	Cray démoniaque	un	le	Crays démoniaques	des	les	du	au
_4E31D6608D13F192	cheja1	Cray allaitant	un	le	Crays allaitants	des	les	du	au
_C7465A260A3060FD	cheja2	Cray sevré	un	le	Crays sevrés	des	les	du	au
_1BC4B87F12A7B7AB	cheja3	Cray docile	un	le	Crays dociles	des	les	du	au
_6E3F4D1B6977B729	cheja4	Cray doux	un	le	Crays doux	des	les	du	au
_6E3F4D1B6977AB2A	chejb1	Cray craintif	un	le	Crays craintifs	des	les	du	au
_98C4C0861127CFA8	chejb2	Cray vagabondant	un	le	Crays vagabondants	des	les	du	au
_83EF61F92099AC25	chejb3	Cray détalant	un	le	Crays détalants	des	les	du	au
_C72061EEA05AE42D	chejb4	Cray endiablé	un	le	Crays endiablés	des	les	du	au
_C72061EEA05AD82E	chejc1	Cray robuste	un	le	Crays robustes	des	les	du	au
_97173CFDB398535A	chejc2	Cray prudent	un	le	Crays prudents	des	les	du	au
_6E3F4524AE38CB2B	chejc3	Cray glouton	un	le	Crays gloutons	des	les	du	au
_C45F31E8208ACC1D	chejc4	Cray grogneur	un	le	Crays grogneurs	des	les	du	au
_C45F31E8208AC01E	chejd1	Cray bourru	un	le	Crays bourrus	des	les	du	au
_89852A3144FD78FE	chejd2	Cray obstiné	un	le	Crays obstinés	des	les	du	au
_5DC4A08613D8D3B2	chejd3	Cray radical	un	le	Crays radicaux	des	les	du	au
_7390611D2937B32C	chejd4	Cray parasitaire	un	le	Crays parasitaires	des	les	du	au
_7390611D2937A72D	cheje1	Cray irrité	un	le	Crays irrités	des	les	du	au
_862F0D0DE8B2F2FD	cheje2	Cray brutal	un	le	Crays brutaux	des	les	du	au
_6EEF1926AB88EF2D	cheje3	Cray farouche	un	le	Crays farouches	des	les	du	au
_EE7F551FE778EF2D	cheje4	Cray violent	un	le	Crays violents	des	les	du	au
_830B9E8AE1F36B1B	cheje5	Tin-bok-haï	un	le	Tin-bok-haïs	des	les	du	au
_5AC4C4871647CFBB	chela1	Cray allaitant	un	le	Crays allaitants	des	les	du	au
_8A002DEBE2E99026	chela2	Cray sevré	un	le	Crays sevrés	des	les	du	au
_19C4C0861127D3A7	chela3	Cray docile	un	le	Crays dociles	des	les	du	au
_EF3F4D1B6977B729	chela4	Cray doux	un	le	Crays doux	des	les	du	au
_EF3F4D1B6977AB2A	chelb1	Cray craintif	un	le	Crays craintifs	des	les	du	au
_CADC953A713E00F2	chelb2	Cray vagabondant	un	le	Crays vagabondants	des	les	du	au
_C86C8D29713DECFC	chelb3	Cray détalant	un	le	Crays détalants	des	les	du	au
_DDC49C7F1288BBAC	chelb4	Cray endiablé	un	le	Crays endiablés	des	les	du	au
_DDC49C7F1288AFAD	chelc1	Cray robuste	un	le	Crays robustes	des	les	du	au
_1837440CB0071B54	chelc2	Cray prudent	un	le	Crays prudents	des	les	du	au
_18371C122C09FF5E	chelc3	Cray glouton	un	le	Crays gloutons	des	les	du	au
_CE1DDD2D722D10F3	chelc4	Cray grogneur	un	le	Crays grogneurs	des	les	du	au
_CE1DDD2D722D04F4	cheld1	Cray bourru	un	le	Crays bourrus	des	les	du	au
_8EBD1D2D762D14FE	cheld2	Cray obstiné	un	le	Crays obstinés	des	les	du	au
_C78181EADD899422	cheld3	Cray radical	un	le	Crays radicaux	des	les	du	au
_057F25ED22899822	cheld4	Cray parasitaire	un	le	Crays parasitaires	des	les	du	au
_057F25ED22898C23	chele1	Cray irrité	un	le	Crays irrités	des	les	du	au
_8BCF35EF7072F203	chele2	Cray brutal	un	le	Crays brutaux	des	les	du	au
_8BCFFDE7EEB2F603	chele3	Cray farouche	un	le	Crays farouches	des	les	du	au
_5BC4A08116F7C3BF	chele4	Cray violent	un	le	Crays violents	des	les	du	au
_F8090C0FE9A99F9E	chfga1	Messab impur	un	le	Messabs impurs	des	les	du	au
_9E96E29754213565	chfga2	Messab tuméfié	un	le	Messabs tuméfiés	des	les	du	au
_05311E40B20C670C	chfga3	Messab contaminé	un	le	Messabs contaminés	des	les	du	au
_ADF55EE3DCD4B575	chfga4	Messab infecté	un	le	Messabs infectés	des	les	du	au
_ADF55EE3DCD4A976	chfgb1	Messab écœurant	un	le	Messabs écœurants	des	les	du	au
_56B0F65D80E94059	chfgb2	Messab puant	un	le	Messabs puants	des	les	du	au
_4190D6482F1C3BFC	chfgb3	Messab morbide	un	le	Messabs morbides	des	les	du	au
_F809281928A7839F	chfgb4	Messab empoisonné	un	le	Messabs empoisonnés	des	les	du	au
_F809281928A777A0	chfgc1	Messab souffrant	un	le	Messabs souffrants	des	les	du	au
_5A43656D79CA5004	chfgc3	Messab putréfié	un	le	Messabs putréfiés	des	les	du	au
_D8E3CD6D394A7010	chfgc4	Messab venimeux	un	le	Messabs venimeux	des	les	du	au
_421E2D15BC3BEFE4	chfgd2	Messab poisseux	un	le	Messabs poisseux	des	les	du	au
_23E1550B723620CE	chfgd3	Messab pestilentiel	un	le	Messabs pestilentiels	des	les	du	au
_9CE386C890B6595C	chfgd4	Messab délirant	un	le	Messabs délirants	des	les	du	au
_9CE386C890B64D5D	chfge1	Messab pustuleux	un	le	Messabs pustuleux	des	les	du	au
_FE90A2532FFC37F2	chfge2	Messab suintant	un	le	Messabs suintants	des	les	du	au
_0F150252368E2D54	chfge3	Messab écumant	un	le	Messabs écumants	des	les	du	au
_82E0CA54312D730A	chfgf1	Messab dément	un	le	Messabs déments	des	les	du	au
_5B336571B7EA6405	chfgf2	Messab frénétique	un	le	Messabs frénétiques	des	les	du	au
_DE23B178B6DB2C04	chfja1	Messab allaitant	un	le	Messabs allaitants	des	les	du	au
_C0F54A34058B1F0B	chfja2	Messab sevré	un	le	Messabs sevrés	des	les	du	au
_C29F162F730B3BF4	chfja3	Messab docile	un	le	Messabs dociles	des	les	du	au
_FEFE251B7A4AF7CD	chfja4	Messab doux	un	le	Messabs doux	des	les	du	au
_FEFE251B7A4AEBCE	chfjb1	Messab craintif	un	le	Messabs craintifs	des	les	du	au
_BFF0CE3CF2FB37FC	chfjb2	Messab vagabondant	un	le	Messabs vagabondants	des	les	du	au
_4610DE4D300C77EE	chfjb3	Messab détalant	un	le	Messabs détalants	des	les	du	au
_B909080AE398B79F	chfjb4	Messab endiablé	un	le	Messabs endiablés	des	les	du	au
_297858915F49CB9E	chfjb5	Zoann	un	le	Zoanns	des	les	du	au
_B909080AE398ABA0	chfjc1	Messab robuste	un	le	Messabs robustes	des	les	du	au
_7F2F8D21FACAEFDC	chfjc2	Messab prudent	un	le	Messabs prudents	des	les	du	au
_431F5521F84AF3DE	chfjc3	Messab glouton	un	le	Messabs gloutons	des	les	du	au
_1784BD69BBFA400B	chfjc4	Messab grogneur	un	le	Messabs grogneurs	des	les	du	au
_1784BD69BBFA340C	chfjd1	Messab bourru	un	le	Messabs bourrus	des	les	du	au
_006E5D25393AEFD9	chfjd2	Messab obstiné	un	le	Messabs obstinés	des	les	du	au
_14B5AE4495B11474	chfjd3	Messab radical	un	le	Messabs radicaux	des	les	du	au
_19447D71B6498007	chfjd4	Messab parasitaire	un	le	Messabs parasitaires	des	les	du	au
_3A093013A8E86F9E	chfla1	Messab allaitant	un	le	Messabs allaitants	des	les	du	au
_DA35C96DFBFB900D	chfla2	Messab sevré	un	le	Messabs sevrés	des	les	du	au
_3A092C116397739E	chfla3	Messab docile	un	le	Messabs dociles	des	les	du	au
_7FFE251B7A4AF7CD	chfla4	Messab doux	un	le	Messabs doux	des	les	du	au
_7FFE251B7A4AEBCE	chflb1	Messab craintif	un	le	Messabs craintifs	des	les	du	au
_10159E50F58EC54F	chflb2	Messab vagabondant	un	le	Messabs vagabondants	des	les	du	au
_8FB4964F742DC14E	chflb3	Messab détalant	un	le	Messabs détalants	des	les	du	au
_3A090801A2C8B39F	chflb4	Messab endiablé	un	le	Messabs endiablés	des	les	du	au
_3A090801A2C8A7A0	chflc1	Messab robuste	un	le	Messabs robustes	des	les	du	au
_65012D016C161CCD	chflc2	Messab prudent	un	le	Messabs prudents	des	les	du	au
_6501DD0D685820CD	chflc3	Messab glouton	un	le	Messabs gloutons	des	les	du	au
_9204D654777D0554	chflc4	Messab grogneur	un	le	Messabs grogneurs	des	les	du	au
_9204D654777DF955	chfld1	Messab bourru	un	le	Messabs bourrus	des	les	du	au
_56A4D6543B1DFD55	chfld2	Messab obstiné	un	le	Messabs obstinés	des	les	du	au
_5A54E176782A841C	chfld3	Messab radical	un	le	Messabs radicaux	des	les	du	au
_D7F4BD68BD2A6C13	chfld4	Messab parasitaire	un	le	Messabs parasitaires	des	les	du	au
_66E10D09721618CB	chfpa1	Messab allaitant	un	le	Messabs allaitants	des	les	du	au
_94D5AA4A784ED148	chfpa2	Messab sevré	un	le	Messabs sevrés	des	les	du	au
_00BE552ABF3BF3D6	chfpa3	Messab docile	un	le	Messabs dociles	des	les	du	au
_9C44BE43DBF20098	chfpa4	Messab doux	un	le	Messabs doux	des	les	du	au
_9C44BE43DBF2F499	chfpb1	Messab craintif	un	le	Messabs craintifs	des	les	du	au
