*HASH_VALUE	sbrick ID	name	description	description2
_FAFB8ECA8CB1E6AE	BMOETMS00200	Ударная волна 4	Магическая станза, которая используется для нанесения $MA_DMG единиц повреждения ударными волнами.	Ударная волна 4 - Повреждения: $MA_DMG
_3B1B8ECB8CB1EAAE	BMOETMS00225	Ударная волна 5	Магическая станза, которая используется для нанесения $MA_DMG единиц повреждения ударными волнами.	Ударная волна 5 - Повреждения: $MA_DMG
_FA4B8ECC8CB1EEAE	BMOETMS00250	Ударная волна 6	Магическая станза, которая используется для нанесения $MA_DMG единиц повреждения ударными волнами.	Ударная волна 6 - Повреждения: $MA_DMG
_E7D0A9200E3D2F18	BMOETMA00003	Удар кислотой 1	Наносит цели $MA_DMG единиц повреждения кислотой.	Удар кислотой 1 - Повреждения: $MA_DMG
_2720A9220E3D2F18	BMOETMA00030	Удар кислотой 3	Наносит цели $MA_DMG единиц повреждения кислотой.	Удар кислотой 3 - Повреждения: $MA_DMG
_2740A9230E3D2F18	BMOETMA00040	Удар кислотой 4	Наносит цели $MA_DMG единиц повреждения кислотой.	Удар кислотой 4 - Повреждения: $MA_DMG
_2760A9240E3D2F18	BMOETMA00050	Удар кислотой 5	Наносит цели $MA_DMG единиц повреждения кислотой.	Удар кислотой 5 - Повреждения: $MA_DMG
_6880A9250E3D2F18	BMOETMA00065	Удар кислотой 6	Наносит цели $MA_DMG единиц повреждения кислотой.	Удар кислотой 6 - Повреждения: $MA_DMG
_27B0A9260E3D2F18	BMOETMA00080	Удар кислотой 7	Наносит цели $MA_DMG единиц повреждения кислотой.	Удар кислотой 7 - Повреждения: $MA_DMG
_2740AD270E3D2F18	BMOETMA00100	Удар кислотой 8	Наносит цели $MA_DMG единиц повреждения кислотой.	Удар кислотой 8 - Повреждения: $MA_DMG
