// HASH_VALUE 7C0DD08E0B74B048
// INDEX 0
abandon_mission	[&TSK&Vous avez abandonné une mission.]
// HASH_VALUE FA54C07ADDAA06B2
// INDEX 2824
faber_critical_sucess	[&ITM&Votre action de création est un franc succès ! L'objet créé est exceptionnel pour cette action et les matières premières sélectionnées !]

// HASH_VALUE FBDA50A111E133E9
// INDEX 2825
faber_fumble	[&CHK&Votre action de création est un échec total, vous avez probablement perdu une partie des matières premières utilisées !]

// HASH_VALUE 5BFC13360CB06665
// INDEX 2826
faber_miss	[&CHK&Votre action de création est un échec, vous avez probablement perdu une partie des matières premières utilisées !]

// HASH_VALUE D527C714FB46C29D
// INDEX 2827
faber_partial_sucess	[&ITMF&Votre action de création n'a que partiellement réussi ! L'objet créé est abîmé !]

// HASH_VALUE 58128C1BBB9C8D20
// INDEX 2828
faber_sucess	[&ITM&Votre action de création est un succès ! L'objet créé correspond à l'action et aux matières premières sélectionnées !]

// HASH_VALUE 2A58D90C17515174
// INDEX 2829
faction_points_cannot_gain_yet_1m	[&XP&1 minute est nécessaire avant de pouvoir gagner des points pvp en combattant $victim$.]

// HASH_VALUE 97D88E322A028E4B
// INDEX 2830
faction_points_cannot_gain_yet_xm	[&XP&$m$ minutes sont nécessaires avant de pouvoir gagner des points pvp en combattant $victim$.]

// HASH_VALUE DB8D05884D9493C0
// INDEX 2831
faction_points_cannot_gain_yet_1s	[&XP&1 seconde est nécessaire avant de pouvoir gagner des points pvp en combattant $victim$.]

// HASH_VALUE 1F727A2E16C13265
// INDEX 2832
faction_points_cannot_gain_yet_xs	[&XP&$s$ secondes sont nécessaires avant de pouvoir gagner des points pvp en combattant $victim$.]

// HASH_VALUE 735968D8C9FBEC54
// INDEX 2833
faction_points_gain_p	[&XP&Vous gagnez $fp$ points pvp.]

// HASH_VALUE C82957E7754A6C53
// INDEX 2834
faction_points_gain_1	[&XP&Vous gagnez 1 point pvp.]

// HASH_VALUE A4CB44306C16C8B5
// INDEX 2835
faction_points_gain_0	[&XP&Vous ne gagnez pas de points pvp.]

// HASH_VALUE 57908CB6B99B3C60
// INDEX 2836
faction_points_lose_p	[&XP&Vous perdez $fp$ points de faction avec $faction.mda$ $faction$.]

// HASH_VALUE 7B09CBFD0D3C0B01
// INDEX 2837
faction_points_lose_1	[&XP&Vous perdez 1 point de faction avec $faction.mda$ $faction$.]

// HASH_VALUE 1BA0D19907FD5DF6
// INDEX 2838
faction_points_lose_0	[&XP&Vous ne perdez pas de points de faction.]

// HASH_VALUE E051EA7D1A4C9CEB
// INDEX 2839
fairhaven_city_welcomer_1_p_t2_welcomer	[Je recherche d'autres personnes dans la ville.]

// HASH_VALUE B0ABD1B31858449C
// INDEX 2840
fairhaven_city_welcomer_2_fairhaven_city_welcomer_2_p_auto_guide1	[Je recherche un officiel de Fairhaven.]

// HASH_VALUE D43D065C6C4CF4EC
// INDEX 2841
fairheaven_city_welcomer_2_fairheaven_city_welcomer_2_p_auto_guide2	[Je recherche d'autres officiels de Fairhaven.]

// HASH_VALUE A94DD6C6C6EC8388
// INDEX 2842
fame_gain_char	[Vous gagnez en renommée auprès de la faction $faction$]

// HASH_VALUE ABBD96B6B08F1DA1
// INDEX 2843
fame_gain_char_ally	[Vous gagnez en renommée auprès de leurs alliés $faction$]

// HASH_VALUE 65BDB29C41D4DD30
// INDEX 2844
fame_gain_char_enemy	[Vous gagnez en renommée auprès de leurs ennemis $faction$]

// HASH_VALUE E6E4B49B19F3326A
// INDEX 2845
fame_gain_guild	[Votre guilde gagne en renommée auprès de la faction $faction.da$ $faction$]

// HASH_VALUE 14BF70FD3181B8A3
// INDEX 2846
fame_gain_guild_ally	[Votre guilde gagne en renommée auprès de leurs alliés $faction$]

// HASH_VALUE B86E7004ABE50993
// INDEX 2847
fame_gain_guild_enemy	[Votre guilde gagne en renommée auprès de leurs ennemis $faction$]

// HASH_VALUE 3E739C4CB09742F0
// INDEX 2848
fame_lost_char	[Vous perdez de votre renommée auprès de la faction $faction$]

// HASH_VALUE ABBD96AC73CF41A1
// INDEX 2849
fame_lost_char_ally	[Vous perdez en renommée auprès de leurs alliés $faction$]

// HASH_VALUE 65BDB29204140130
// INDEX 2850
fame_lost_char_enemy	[Vous perdez en renommée auprès de leurs ennemis $faction$]

// HASH_VALUE 95EFFBDD53A11FC2
// INDEX 2851
fame_lost_guild	[Votre guilde perd de sa renommée auprès de la faction $faction$]

// HASH_VALUE 53EEBB81E10B87C6
// INDEX 2852
fame_lost_guild_ally	[Votre guilde perd de sa renommée auprès de leurs alliés $faction$]

// HASH_VALUE 535E52C7F50AC1B1
// INDEX 2853
fame_lost_guild_enemy	[Votre guilde perd de sa renommée auprès de leurs ennemis $faction$]

// HASH_VALUE 1CDC5E91DA09BCEC
// INDEX 2854
ff100_ff100_auto_menu	[Je suis prêt pour l'étape finale]

// HASH_VALUE EC002AF9103388B2
// INDEX 2855
ff100_finish2_msg	[&AMB&Vous trouvez une magnifique arme de tir enterrée dans le sol !]

// HASH_VALUE 6C41CBA9555A14B0
// INDEX 2856
ff100_finish2_overload	[Retournez à l'endroit qu'utilisent les Révélateurs pour leurs messages. Cet endroit est au nord du camp des $WB$, dans une zone de sciure parmi l'herbe.]

// HASH_VALUE 4F0F762806B59FE8
// INDEX 2857
ff100_finish_msg	[&AMB&Vous trouvez une magnifique hache à deux mains enterrée dans le sol !]

// HASH_VALUE 6C41CBA9555A14B0
// INDEX 2858
ff100_finish_overload	[Retournez à l'endroit qu'utilisent les Révélateurs pour leurs messages. Cet endroit est au nord du camp des $WB$, dans une zone de sciure parmi l'herbe.]

// HASH_VALUE 3CF64E08E1C25387
// INDEX 2859
ff100_instructions	[Tu vas avoir très peu d'informations pour cette dernière étape. En ville, cherche une homine du nom de $NPC5$. Elle détient une bague. Apporte-moi cette bague, et tu auras terminé cette épreuve. Attention, tu n'as pas le droit de la lui acheter, ni d'avoir recours à la violence ou au vol pour l'obtenir.]

// HASH_VALUE A8B02AD4CF463143
// INDEX 2860
ff100_lourdes_botchat	[Bien. Retourne à l'endroit où nous faisons passer nos messages... il y aura une surprise pour toi là-bas.]

// HASH_VALUE A8B02AD4CF463143
// INDEX 2861
ff100_moyennes_botchat	[Bien. Retourne à l'endroit où nous faisons passer nos messages... il y aura une surprise pour toi là-bas.]

// HASH_VALUE D91090481AB6D4E1
// INDEX 2862
ff100_outofroom_botchat	[Ce n'est pas grave, le voici.]

// HASH_VALUE A34FF1A4CE81326A
// INDEX 2863
ff100_outofroom_overload	[Faites de la place avant d'aller parler à $givervar$.]

// HASH_VALUE 25E8FA0B1EA1974A
// INDEX 2864
ff100_outofroom_phrase	[Je n'avais plus de place pour prendre l'objet.]

// HASH_VALUE 9FEE01511A26EB8C
// INDEX 2865
ff100_pas_assez_fort	[Tu devrais t'entraîner encore un peu avant de commencer la dernière étape.]

// HASH_VALUE 4EB55F12D4DCDC06
// INDEX 2866
ff100_proposition_lourdes	[Des armes de mêlée.]

// HASH_VALUE C4A253388A654C58
// INDEX 2867
ff100_proposition_moyennes	[Des armes à distance.]

// HASH_VALUE 24708C88C0AB5FAD
// INDEX 2868
ff100_proposition_noanswer_phrase	[Je vais choisir maintenant.]

// HASH_VALUE 759BC10226BE0705
// INDEX 2869
ff100_step0_no_overload_1	[Passer le niveau 100 en combat avant d'aller voir $givervar$]

// HASH_VALUE 91ED5E43CB85C460
// INDEX 2870
ff100_step0_overload	[Parler à $givervar$]

// HASH_VALUE 10673DCC35218AE6
// INDEX 2871
ff100_step0_phrase	[Bonjour, je suis prêt pour l'étape finale.]

// HASH_VALUE 623C504F7F208C1A
// INDEX 2872
ff100_step1_botchat	[$NPC5$ ? Une homine assez discrète. Mais elle est venue ici récemment... avec une amie... une amie qui s'appelait $NPC7$, si je me souviens bien. Mais cette amie était de voyage. Elle a dit qu'elle rentrerait bientôt à Dyron. Donc, j'imagine que c'est là-bas qu'elle se trouve...]

// HASH_VALUE 1C6D37B3018E3597
// INDEX 2873
ff100_step1_overload	[Cherchez quelqu'un dans la ville qui pourrait vous aider. Quelqu'un qui connaît beaucoup de gens.]

// HASH_VALUE 9553B8CB7DE9946C
// INDEX 2874
ff100_step1_phrase	[Que pouvez-vous me dire sur $NPC5$ ?]

// HASH_VALUE E32418580E8FF02E
// INDEX 2875
ff100_step2_botchat	[$NPC5$ ? Oui, je la connais bien. Amie par contre est un bien grand mot... Tu as besoin de quelque chose d'elle ? Sa bague...? Je vois. Elle ne va pas s'en séparer facilement. Mais si ça peut t'aider, je sais qu'elle a un faible pour les boissons exotiques. Peut-être qu'un barman pourrait s'en charger...]

// HASH_VALUE 7E00D84456A36602
// INDEX 2876
ff100_step2_overload	[Voyagez jusqu'à Dyron et trouvez $NPC7$.]

// HASH_VALUE 2C42EAADD7F5BCF2
// INDEX 2877
ff100_step2_phrase	[Tu es une amie de $NPC5$, n'est-ce pas ?]

// HASH_VALUE 33A977100D9F3A16
// INDEX 2878
ff100_step3_botchat	[Une boisson ? Exotique ? J'imagine que je pourrais te faire ça. Moi aussi j'aurais besoin d'un petit service. Trouve moi 12 $kinchersec$ et je te préparerai ta boisson ! Tu trouveras des $kincher$ le long de la route Nord des $frahartowers$.]

// HASH_VALUE 201DE40AE25BFB6D
// INDEX 2879
ff100_step3_overload	[Demandez au barman de Pyr s'il peut vous faire une boisson exotique.]

// HASH_VALUE 0B905FA6DDDABF29
// INDEX 2880
ff100_step3_phrase	[J'aurais besoin d'une boisson exotique.]

// HASH_VALUE 0203B33345D2EAC7
// INDEX 2881
ff100_step5_botchat	[Ah, parfait. Attends que je te fasse ça...{break}Et voilà, c'est prêt !]

// HASH_VALUE E2CF22B10D6EBFFE
// INDEX 2882
ff100_step6_botchat	[Qu'est-ce que c'est ? C'est pour moi ?{break}Oh... délicieux ! Je n'ai jamais rien goûté d'aussi bon... c'est très gentil de ta part ! {break}Tu as besoin de ma bague pour une épreuve ? Tiens, prend-la. De toute façon, elle ne vaut pas grand-chose...]

// HASH_VALUE 527C29531F658858
// INDEX 2883
ff100_step6_overload_1	[Offrez la boisson à $NPC5$.]

// HASH_VALUE 541A5ADF8CBBF598
// INDEX 2884
ff100_step7_botchat	[Et tu as également réussi cette épreuve. J'ignore comment ça va se terminer pour toi, mais tu es définitivement de la trempe des héros. Dis-moi, utilises-tu des armes de mêlée ou des armes à distance ?]

// HASH_VALUE 6E524D2988EACC17
// INDEX 2885
ff100_step7_overload_1	[Donnez la bague à $givervar$ pour lui montrer que vous avez réussi.]

// HASH_VALUE CDF5E2AD2A4F6569
// INDEX 2886
ff100_title	[(Les Révélateurs) Fin]

// HASH_VALUE 9CC0B1283014E4E6
// INDEX 2887
ff50_desc	[Enquêter sur l'organisation secrète]

// HASH_VALUE 2E021AD56310EA43
// INDEX 2888
ff50_finish_botchat	[Je vois... c'est très intéressant, $player$. Nous allons pouvoir continuer nos recherches...]

// HASH_VALUE EBC9FB40D631A669
// INDEX 2889
ff50_finish_overload	[Retournez voir $NPC1$ pour lui dire ce que vous avez appris.]

// HASH_VALUE 771060568E390527
// INDEX 2890
ff50_finish_phrase	[J'ai appris beaucoup sur les Révélateurs.]

// HASH_VALUE 38F2AB9A18DEBE3E
// INDEX 2891
ff50_instructions	[Cherche $NPC1$ dans la ville. Je crois qu'il en sait davantage.]

// HASH_VALUE 75A6773198D769B7
// INDEX 2892
ff50_non	[Ca ne m'intéresse pas.]

// HASH_VALUE 28E049B39C05EC8B
// INDEX 2893
ff50_oui	[Dis-moi tout sur cette organisation !]

// HASH_VALUE 8B4A4E4391AD6DA6
// INDEX 2894
ff50_proposition	[Je te salue, $player$ ! Tes compétences de combat s'améliorent de jour en jour. Continue ainsi, et tu seras digne de rejoindre nos plus grands combattants. As-tu entendu parler de l'organisation appelée les Révélateurs de Héros ? Leur objectif était de repérer les guerriers les plus méritants et de les guider vers la gloire. Cette organisation est censée avoir disparu aujourd'hui, mais certains pensent que ce n'est pas le cas. Veux-tu en savoir plus ?]

// HASH_VALUE 836E5F54BB15F75F
// INDEX 2895
ff50_refus	[Sérieusement ? Si elle existe encore, cette organisation pourrait beaucoup t'aider !]

// HASH_VALUE A621BF5FA83202D3
// INDEX 2896
ff50_step1_botchat	[Aaaah... les Révélateurs. J'ai beaucoup étudié cette organisation. Ses membres cherchaient en permanence les guerriers Fyros les plus talentueux. Lorsqu'ils en trouvaient un, ils lui faisaient passer plusieurs épreuves pour tester sa force et son courage, puis ils le récompensaient en cas de victoire... en échange de son silence.{break}Hum... on dit que cette organisation a aujourd'hui disparu. Moi, je suis convaincu du contraire. En réalité, on dit qu'un de ses membres habiterait actuellement ici, à Pyr ! Je vois que tu es doué au combat, peut-être pourrait-il te faire passer ces épreuves ?{break}Mais je ne sais pas du tout qui il est... et puis, je dois d'abord vérifier que tu as les capacités nécessaires. Commence par tuer quelques $goari.p$ ; on les trouve ici, dans les $impdunes$ à l'ouest de la cité. Pendant ce temps, je vais faire des recherches supplémentaires sur ce membre...]

// HASH_VALUE 434530EB98518F07
// INDEX 2897
ff50_step1_overload	[Renseignez-vous auprès de $NPC1$ à propos de l'organisation.]

// HASH_VALUE ACB66FF11FFE5C0A
// INDEX 2898
ff50_step1_phrase	[Sais-tu quelque chose sur les Révélateurs de Héros ?]

// HASH_VALUE 94ECEB9D7239E737
// INDEX 2899
ff50_step3_botchat_m	[Tu es revenu... et victorieux. Je n'ai pas trouvé qui était ce membre de l'organisation, mais j'ai trouvé quelqu'un qui en sait beaucoup plus que moi. Cependant, il a... refusé de m'en parler. Peut-être pourrais-tu essayer à ma place ? Son nom est $NPC2$, il habite également à Pyr.]

// HASH_VALUE FF2CC78C67A88413
// INDEX 2900
ff50_step3_botchat_f	[Tu es revenue... et victorieuse. Je n'ai pas trouvé qui était ce membre de l'organisation, mais j'ai trouvé quelqu'un qui en sait beaucoup plus que moi. Cependant, il a... refusé de m'en parler. Peut-être pourrais-tu essayer à ma place ? Son nom est $NPC2$, il habite également à Pyr.]

// HASH_VALUE E22F424E79DBBB8B
// INDEX 2901
ff50_step3_overload	[Dites à $NPC1$ que vous avez triomphé des $goari.p$.]

// HASH_VALUE F146C70E90CFF111
// INDEX 2902
ff50_step3_phrase	[J'ai tué les Goaris comme tu me l'as demandé.]

// HASH_VALUE 42FB7EF033102AAE
// INDEX 2903
ff50_step4_botchat_m	[Les Révélateurs de Héros, hein ? Oui, j'en sais pas mal sur eux. Mais tu vas d'abord devoir me montrer que tu n'es pas n'importe qui. Pars pour l'$oasis$ et tues-y plusieurs $clopper.p$ qui se trouvent au nord. Nous verrons alors si tu es toujours aussi partant !]

// HASH_VALUE 42FB7EF07B003FAE
// INDEX 2904
ff50_step4_botchat_f	[Les Révélateurs de Héros, hein ? Oui, j'en sais pas mal sur eux. Mais tu vas d'abord devoir me montrer que tu n'es pas n'importe qui. Pars pour l'$oasis$ et tues-y plusieurs $clopper.p$ qui se trouvent au nord. Nous verrons alors si tu es toujours aussi partante !]

// HASH_VALUE 0A50BAC3A3EF95E9
// INDEX 2905
ff50_step4_overload	[Demandez des renseignements supplémentaires à $NPC2$, à Pyr.]

// HASH_VALUE E8A60574FA9DCF78
// INDEX 2906
ff50_step4_phrase	[Il parait que tu en sais beaucoup sur les Révélateurs de Héros.]

// HASH_VALUE 386997726E2071DA
// INDEX 2907
ff50_step6_botchat	[T'es solide, en tout cas. J'aime ça. Je vais te dire ce que je sais sur les Révélateurs.{break}Cette organisation a été créée par Leanon, la soeur de Cerakos II - le père de notre empereur Dexton. Leanon souhaitait que les jeunes talents puissent avoir accès à la meilleure éducation possible, plutôt que d'apprendre par eux-mêmes ou, pire, par de mauvais instructeurs. Mais cette éducation devait rester secrète, car beaucoup auraient eu à y gagner si les noms de ces guerriers était connus. C'est ainsi que les Révélateurs de Héros sont nés.{break}A la mort de Leanon, l'organisation n'avait plus personne sur qui compter, et le nombre de ses membres diminua lentement. Personne ne sait vraiment ce qu'il en est aujourd'hui, mais il est très possible qu'il reste des gens isolés qui agissent dans l'ombre... pour perpétuer la mémoire de l'organisation.]

// HASH_VALUE BD950FFFF1F60D73
// INDEX 2908
ff50_step6_overload	[Annoncez à $NPC2$ que vous avez tué les cloppers.]

// HASH_VALUE EFC48F3BF6C3BD28
// INDEX 2909
ff50_step6_phrase	[J'ai tué ces cloppers.]

// HASH_VALUE 1A6707A86C318C68
// INDEX 2910
ff50_title	[(Les Révélateurs) L'organisation]

// HASH_VALUE 4F8028773833B708
// INDEX 2911
ff60_desc	[Continuer l'enquête sur les Révélateurs]

// HASH_VALUE 675261E32CC70D7B
// INDEX 2912
ff60_failure1_msg	[Vous n'avez plus de place dans votre inventaire. Faites de la place avant de revenir.]

// HASH_VALUE EEB59FBB9969CFD6
// INDEX 2913
ff60_ff60_auto_menu	[Vous avez du nouveau ?]

// HASH_VALUE 6183A1BF3048F779
// INDEX 2914
ff60_finish_botchat_m	[Ah... tu as donc trouvé le message. Surpris ? Je suis $givervar$, l'un des derniers membres des Révélateurs de Héros. Tu es digne de tenter nos épreuves, $player$. Je te remets ces quelques dappers comme cadeau de bienvenue... et d'encouragement pour ce qui t'attend !]

// HASH_VALUE DF0AC4EA4464B820
// INDEX 2915
ff60_finish_botchat_f	[Ah... tu as donc trouvé le message. Surprise ? Je suis $givervar$, l'un des derniers membres des Révélateurs de Héros. Tu es digne de tenter nos épreuves, $player$. Je te remets ces quelques dappers comme cadeau de bienvenue... et d'encouragement pour ce qui t'attend !]

// HASH_VALUE 8709E8595CF66B35
// INDEX 2916
ff60_finish_overload_1	[Apportez le message à $givervar$.]

// HASH_VALUE 82B0F44748BFD380
// INDEX 2917
ff60_instructions	[J'ai trouvé des informations supplémentaires à partir de ce que tu as pu me dire, $player$. Il semble que l'organisation utilisait un système de messages pour communiquer des informations, des messages qu'ils enterraient dans la sciure à un endroit bien précis. Malheureusement, je n'ai aucune idée de l'emplacement de cet endroit. Peut-être $NPC2$ le saurait-il ?]

// HASH_VALUE 66D2B8582AD7D6AE
// INDEX 2918
ff60_pas_assez_fort	[Avant de continuer, entraîne toi encore un peu en combat.]

// HASH_VALUE 115FF41B2C339A48
// INDEX 2919
ff60_reward_sysmes	[&AMB&$givervar$ vous remet quelques dappers en remerciement]

// HASH_VALUE 006C399241038504
// INDEX 2920
ff60_step0_no_overload_1	[Passer le niveau 60 en combat avant d'aller voir $givervar$]

// HASH_VALUE 91ED5E43CB85C460
// INDEX 2921
ff60_step0_overload	[Parler à $givervar$]

// HASH_VALUE F3E3C322E3DBCC8C
// INDEX 2922
ff60_step0_phrase	[Bonjour, vous avez du nouveau au sujet des Révélateurs ?]

// HASH_VALUE 026CEF69A95DD7BD
// INDEX 2923
ff60_step1_botchat	[Des messages ? Je ne suis pas au courant, mais je crois que mon amie $NPC3$ a effectué des recherches là-dessus. $NPC3$ ? Elle doit être à Pyr, actuellement.]

// HASH_VALUE 339C18074A20291C
// INDEX 2924
ff60_step1_overload	[Demandez à $NPC2$ s'il connait l'emplacement où les Révélateurs s'échangeaient des messages.]

// HASH_VALUE F616E6D2C95C1936
// INDEX 2925
ff60_step1_phrase	[Sais-tu quelque chose sur les messages des Révélateurs ?]

// HASH_VALUE 2B00D418976DF9D9
// INDEX 2926
ff60_step2_botchat	[Les messages des Révélateurs... eh bien, j'ai effectivement quelque chose d'intéressant là-dessus, mais...{break}Chaque information a son prix ! Un ami artisan m'a récemment demandé de lui apporter de la graisse d'$arma$. Je n'ai pas eu le temps de m'en occuper. Fais-le à ma place, et je te dirai tout ce que je sais. Les $arma.p$ sont au centre de l'$oasis$.{break}Attention, je n'ai pas besoin de beaucoup de graisse, mais les $arma.p$ sont assez forts. Si tu as du mal à t'en débarrasser, demande à un ami de t'aider.]

// HASH_VALUE 29211B6B58717BF3
// INDEX 2927
ff60_step2_overload	[$NPC3$, à Pyr, devrait savoir quelque chose sur les messages.]

// HASH_VALUE 8A9B40D79A627A3F
// INDEX 2928
ff60_step2_phrase	[$NPC2$ m'a aiguillé vers toi...]

// HASH_VALUE A42C59C1AE9E2059
// INDEX 2929
ff60_step3_5_overload_1	[Tuez deux $arma.p$ pour récupérer leur graisse.2/2]

// HASH_VALUE A42C59C16E9E2059
// INDEX 2930
ff60_step3_overload_1	[Tuez deux $arma.p$ pour récupérer leur graisse.1/2]
