*HASH_VALUE	creature ID	name	p	creagen	screagen
_50143249347D5D4A	chgpd3	Укореняющий ломпер	Укореняющие ломперы	Укореняющих ломперов	Укореняющего ломпера
_C99F310DFC2BF3E4	chgpd4	Попрошайка ломпер	Попрошайки ломперы	Попрошайки ломперов	Попрошайку ломпера
_C99F310DFC2BE7E5	chgpe1	Раздраженный ломпер	Раздраженные ломперы	Раздраженных ломперов	Раздраженного ломпера
_82FF310C406CEBD0	chgpe2	Злобный ломпер	Злобные ломперы	Злобных ломперов	Злобного ломпера
_0EDF1667F2484169	chgpe3	Дикий ломпер	Дикие ломперы	Диких ломперов	Дикого ломпера
_3696AA13E4A5BD7D	chgpe4	Неистовый ломпер	Неистовые ломперы	Неистовых ломперов	Неистового ломпера
_3696AA13E4A5B17E	chgpf1	Разъяренный ломпер	Разъяренные ломперы	Разъяренных ломперов	Разъяренного ломпера
_59A5E23C1C021C98	chgpf2	Пылкий ломпер	Пылкие ломперы	Пылких ломперов	Пылкого ломпера
_DEA3797DFF994426	chgpf3	Свирепый ломпер	Свирепые ломперы	Свирепых ломперов	Свирепого ломпера
_D951A27EC0AAC57C	chhda1	Детеныш мектуб	Детеныши мектубы	Детенышей мектубов	Детеныша мектуба
_DFF11D61C90A675C	chhda2	Подрастающий мектуб	Подрастающие мектубы	Подрастающих мектубов	Подрастающего мектуба
_5A553A27C0FC4308	chhda3	Покорный мектуб	Покорные мектубы	Покорных мектубов	Покорного мектуба
_3F20024B7E59F4C3	chhda4	Кроткий мектуб	Кроткие мектубы	Кротких мектубов	Кроткого мектуба
_A9B6D4B16D86E3AD	chhdc5	Куссок		Куссока	Куссока
_DB51B66FC2AAD970	chhdd1	Грубый мектуб	Грубые мектубы	Грубых мектубов	Грубого мектуба
_82F012547E4910C9	chhdd2	Своевольный мектуб	Своевольные мектубы	Своевольных мектубов	Своевольного мектуба
_E005977DD8B00957	chhdd3	Укореняющий мектуб	Укореняющие мектубы	Укореняющих мектубов	Укореняющего мектуба
_D6A1A277BDFAD178	chhdd4	Попрошайка мектуб	Попрошайки мектубы	Попрошайки мектубов	Попрошайку мектуба
_1C765F9894D2D977	chhdf1	Разъяренный мектуб	Разъяренные мектубы	Разъяренных мектубов	Разъяренного мектуба
_99B2867D800BAD80	chhdf2	Пылкий мектуб	Пылкие мектубы	Пылких мектубов	Пылкого мектуба
_DBA2D274C2FBFD77	chhdf3	Свирепый мектуб	Свирепые мектубы	Свирепых мектубов	Свирепого мектуба
_D345CA698722ED38	chhfa1	Детеныш мектуб	Детеныши мектубы	Детенышей мектубов	Детеныша мектуба
_EF8081107E5D04B5	chhfa2	Подрастающий мектуб	Подрастающие мектубы	Подрастающих мектубов	Подрастающего мектуба
_82311664FDD9F0C3	chhfa3	Покорный мектуб	Покорные мектубы	Покорных мектубов	Покорного мектуба
_79D77D29709854FB	chhfa4	Кроткий мектуб	Кроткие мектубы	Кротких мектубов	Кроткого мектуба
_79D7452B6C3648FD	chhfc1	Энергичный мектуб	Энергичные мектубы	Энергичных мектубов	Энергичного мектуба
_84B10263FCD920BE	chhfc2	Подозрительный мектуб	Подозрительные мектубы	Подозрительных мектубов	Подозрительного мектуба
_79D7D52B6C7850FD	chhfc3	Прожорливый мектуб	Прожорливые мектубы	Прожорливых мектубов	Прожорливого мектуба
_1D61D26F84BA016F	chhfc4	Хрюкающий мектуб	Хрюкающие мектубы	Хрюкающих мектубов	Хрюкающего мектуба
_1D61D26F84BAF570	chhfd1	Грубый мектуб	Грубые мектубы	Грубых мектубов	Грубого мектуба
_79D77D31EEF84CFE	chhfd2	Своевольный мектуб	Своевольные мектубы	Своевольных мектубов	Своевольного мектуба
_DD45122A417C3305	chhfd3	Укореняющий мектуб	Укореняющие мектубы	Укореняющих мектубов	Укореняющего мектуба
_1992F68180EB2582	chhfd4	Попрошайка мектуб	Попрошайки мектубы	Попрошайки мектубов	Попрошайку мектуба
_B445FFF1A64262CD	chhja1	Детеныш мектуб	Детеныши мектубы	Детенышей мектубов	Детеныша мектуба
_DE766B7C19521D86	chhja2	Подрастающий мектуб	Подрастающие мектубы	Подрастающих мектубов	Подрастающего мектуба
_7AD70D17683650FB	chhja3	Покорный мектуб	Покорные мектубы	Покорных мектубов	Покорного мектуба
_C020024B7E59F4C3	chhja4	Кроткий мектуб	Кроткие мектубы	Кротких мектубов	Кроткого мектуба
_C020024B7E59E8C4	chhjb1	Робкий мектуб	Робкие мектубы	Робких мектубов	Робкого мектуба
_7AD71D2566F64CFC	chhjb2	Блуждающий мектуб	Блуждающие мектубы	Блуждающих мектубов	Блуждающего мектуба
_5AB1AA8DC00AD58C	chhjb3	Резвый мектуб	Резвые мектубы	Резвых мектубов	Резвого мектуба
_1A72F68780CB2586	chhjb4	Игривый мектуб	Игривые мектубы	Игривых мектубов	Игривого мектуба
_4080CA5DFB3AF0CA	chhjf1	Разъяренный мектуб	Разъяренные мектубы	Разъяренных мектубов	Разъяренного мектуба
_16760E73C493413C	chhjf2	Пылкий мектуб	Пылкие мектубы	Пылких мектубов	Пылкого мектуба
_99B0C67DFF09F180	chhjf3	Свирепый мектуб	Свирепые мектубы	Свирепых мектубов	Свирепого мектуба
_FBD72527701648FB	chhla1	Детеныш мектуб	Детеныши мектубы	Детенышей мектубов	Детеныша мектуба
_5F62D66F44BBFD6D	chhla2	Подрастающий мектуб	Подрастающие мектубы	Подрастающих мектубов	Подрастающего мектуба
_FBD71D2566F650FB	chhla3	Покорный мектуб	Покорные мектубы	Покорных мектубов	Покорного мектуба
_4120024B7E59F4C3	chhla4	Кроткий мектуб	Кроткие мектубы	Кротких мектубов	Кроткого мектуба
