*HASH_VALUE	sbrick ID	name	named	p	pd	ia	da	pia	pda	description	description2
-	bctsca01	Tryker Schilde 1	Tryker Schilde 1   	Tryker Schilde 1   	Tryker Schilde 1   	ein	der		die	Befähigt zur Herstellung von Tryker-Schilden bis zur Stufe $cr_recommended 	Tryker Schilde Qualität 10
-	bctsca02	Tryker Schilde 2	Tryker Schilde 2   	Tryker Schilde 2   	Tryker Schilde 2   	ein	der		die	Befähigt zur Herstellung von Tryker-Schilden bis zur Stufe $cr_recommended 	Tryker Schilde Qualität 20
-	bctsca03	Tryker Schilde 3	Tryker Schilde 3   	Tryker Schilde 3   	Tryker Schilde 3   	ein	der		die	Befähigt zur Herstellung von Tryker-Schilden bis zur Stufe $cr_recommended 	Tryker Schilde Qualität 30
-	bctsca04	Tryker Schilde 4	Tryker Schilde 4   	Tryker Schilde 4   	Tryker Schilde 4   	ein	der		die	Befähigt zur Herstellung von Tryker-Schilden bis zur Stufe $cr_recommended 	Tryker Schilde Qualität 40
-	bctsca05	Tryker Schilde 5	Tryker Schilde 5   	Tryker Schilde 5   	Tryker Schilde 5   	ein	der		die	Befähigt zur Herstellung von Tryker-Schilden bis zur Stufe $cr_recommended 	Tryker Schilde Qualität 50
-	bctsca06	Tryker Schilde 6	Tryker Schilde 6   	Tryker Schilde 6   	Tryker Schilde 6   	ein	der		die	Befähigt zur Herstellung von Tryker-Schilden bis zur Stufe $cr_recommended 	Tryker Schilde Qualität 60
-	bctsca07	Tryker Schilde 7	Tryker Schilde 7   	Tryker Schilde 7   	Tryker Schilde 7   	ein	der		die	Befähigt zur Herstellung von Tryker-Schilden bis zur Stufe $cr_recommended 	Tryker Schilde Qualität 70
-	bctsca08	Tryker Schilde 8	Tryker Schilde 8   	Tryker Schilde 8   	Tryker Schilde 8   	ein	der		die	Befähigt zur Herstellung von Tryker-Schilden bis zur Stufe $cr_recommended 	Tryker Schilde Qualität 80
-	bctsca09	Tryker Schilde 9	Tryker Schilde 9   	Tryker Schilde 9   	Tryker Schilde 9   	ein	der		die	Befähigt zur Herstellung von Tryker-Schilden bis zur Stufe $cr_recommended 	Tryker Schilde Qualität 90
-	bctsca10	Tryker Schilde 10	Tryker Schilde 10   	Tryker Schilde 10   	Tryker Schilde 10   	ein	der		die	Befähigt zur Herstellung von Tryker-Schilden bis zur Stufe $cr_recommended 	Tryker Schilde Qualität 100
-	bctsca11	Tryker Schilde 11	Tryker Schilde 11   	Tryker Schilde 11   	Tryker Schilde 11   	ein	der		die	Befähigt zur Herstellung von Tryker-Schilden bis zur Stufe $cr_recommended 	Tryker Schilde Qualität 110
-	bctsca12	Tryker Schilde 12	Tryker Schilde 12   	Tryker Schilde 12   	Tryker Schilde 12   	ein	der		die	Befähigt zur Herstellung von Tryker-Schilden bis zur Stufe $cr_recommended 	Tryker Schilde Qualität 120
-	bctsca13	Tryker Schilde 13	Tryker Schilde 13   	Tryker Schilde 13   	Tryker Schilde 13   	ein	der		die	Befähigt zur Herstellung von Tryker-Schilden bis zur Stufe $cr_recommended 	Tryker Schilde Qualität 130
-	bctsca14	Tryker Schilde 14	Tryker Schilde 14   	Tryker Schilde 14   	Tryker Schilde 14   	ein	der		die	Befähigt zur Herstellung von Tryker-Schilden bis zur Stufe $cr_recommended 	Tryker Schilde Qualität 140
-	bctsca15	Tryker Schilde 15	Tryker Schilde 15   	Tryker Schilde 15   	Tryker Schilde 15   	ein	der		die	Befähigt zur Herstellung von Tryker-Schilden bis zur Stufe $cr_recommended 	Tryker Schilde Qualität 150
-	bctsca16	Tryker Schilde 16	Tryker Schilde 16   	Tryker Schilde 16   	Tryker Schilde 16   	ein	der		die	Befähigt zur Herstellung von Tryker-Schilden bis zur Stufe $cr_recommended 	Tryker Schilde Qualität 160
-	bctsca17	Tryker Schilde 17	Tryker Schilde 17   	Tryker Schilde 17   	Tryker Schilde 17   	ein	der		die	Befähigt zur Herstellung von Tryker-Schilden bis zur Stufe $cr_recommended 	Tryker Schilde Qualität 170
-	bctsca18	Tryker Schilde 18	Tryker Schilde 18   	Tryker Schilde 18   	Tryker Schilde 18   	ein	der		die	Befähigt zur Herstellung von Tryker-Schilden bis zur Stufe $cr_recommended 	Tryker Schilde Qualität 180
-	bctsca19	Tryker Schilde 19	Tryker Schilde 19   	Tryker Schilde 19   	Tryker Schilde 19   	ein	der		die	Befähigt zur Herstellung von Tryker-Schilden bis zur Stufe $cr_recommended 	Tryker Schilde Qualität 190
-	bctsca20	Tryker Schilde 20	Tryker Schilde 20   	Tryker Schilde 20   	Tryker Schilde 20   	ein	der		die	Befähigt zur Herstellung von Tryker-Schilden bis zur Stufe $cr_recommended 	Tryker Schilde Qualität 200
-	bctsca21	Tryker Schilde 21	Tryker Schilde 21   	Tryker Schilde 21   	Tryker Schilde 21   	ein	der		die	Befähigt zur Herstellung von Tryker-Schilden bis zur Stufe $cr_recommended 	Tryker Schilde Qualität 210
-	bctsca22	Tryker Schilde 22	Tryker Schilde 22   	Tryker Schilde 22   	Tryker Schilde 22   	ein	der		die	Befähigt zur Herstellung von Tryker-Schilden bis zur Stufe $cr_recommended 	Tryker Schilde Qualität 220
-	bctsca23	Tryker Schilde 23	Tryker Schilde 23   	Tryker Schilde 23   	Tryker Schilde 23   	ein	der		die	Befähigt zur Herstellung von Tryker-Schilden bis zur Stufe $cr_recommended 	Tryker Schilde Qualität 230
-	bctsca24	Tryker Schilde 24	Tryker Schilde 24   	Tryker Schilde 24   	Tryker Schilde 24   	ein	der		die	Befähigt zur Herstellung von Tryker-Schilden bis zur Stufe $cr_recommended 	Tryker Schilde Qualität 240
-	bctsca25	Tryker Schilde 25	Tryker Schilde 25   	Tryker Schilde 25   	Tryker Schilde 25   	ein	der		die	Befähigt zur Herstellung von Tryker-Schilden bis zur Stufe $cr_recommended 	Tryker Schilde Qualität 250
-	bctjca01	Tryker Juwelen 1	Tryker Juwelen 1   	Tryker Juwelen 1   	Tryker Juwelen 1   	ein	der		die	Befähigt zur Herstellung von Tryker-Schmuck bis zur Stufe $cr_recommended 	Tryker Juwelen Qualität 10
-	bctjca02	Tryker Juwelen 2	Tryker Juwelen 2   	Tryker Juwelen 2   	Tryker Juwelen 2   	ein	der		die	Befähigt zur Herstellung von Tryker-Schmuck bis zur Stufe $cr_recommended 	Tryker Juwelen Qualität 20
-	bctjca03	Tryker Juwelen 3	Tryker Juwelen 3   	Tryker Juwelen 3   	Tryker Juwelen 3   	ein	der		die	Befähigt zur Herstellung von Tryker-Schmuck bis zur Stufe $cr_recommended 	Tryker Juwelen Qualität 30
-	bctjca04	Tryker Juwelen 4	Tryker Juwelen 4   	Tryker Juwelen 4   	Tryker Juwelen 4   	ein	der		die	Befähigt zur Herstellung von Tryker-Schmuck bis zur Stufe $cr_recommended 	Tryker Juwelen Qualität 40
-	bctjca05	Tryker Juwelen 5	Tryker Juwelen 5   	Tryker Juwelen 5   	Tryker Juwelen 5   	ein	der		die	Befähigt zur Herstellung von Tryker-Schmuck bis zur Stufe $cr_recommended 	Tryker Juwelen Qualität 50
-	bctjca06	Tryker Juwelen 6	Tryker Juwelen 6   	Tryker Juwelen 6   	Tryker Juwelen 6   	ein	der		die	Befähigt zur Herstellung von Tryker-Schmuck bis zur Stufe $cr_recommended 	Tryker Juwelen Qualität 60
-	bctjca07	Tryker Juwelen 7	Tryker Juwelen 7   	Tryker Juwelen 7   	Tryker Juwelen 7   	ein	der		die	Befähigt zur Herstellung von Tryker-Schmuck bis zur Stufe $cr_recommended 	Tryker Juwelen Qualität 70
-	bctjca08	Tryker Juwelen 8	Tryker Juwelen 8   	Tryker Juwelen 8   	Tryker Juwelen 8   	ein	der		die	Befähigt zur Herstellung von Tryker-Schmuck bis zur Stufe $cr_recommended 	Tryker Juwelen Qualität 80
-	bctjca09	Tryker Juwelen 9	Tryker Juwelen 9   	Tryker Juwelen 9   	Tryker Juwelen 9   	ein	der		die	Befähigt zur Herstellung von Tryker-Schmuck bis zur Stufe $cr_recommended 	Tryker Juwelen Qualität 90
-	bctjca10	Tryker Juwelen 10	Tryker Juwelen 10   	Tryker Juwelen 10   	Tryker Juwelen 10   	ein	der		die	Befähigt zur Herstellung von Tryker-Schmuck bis zur Stufe $cr_recommended 	Tryker Juwelen Qualität 100
-	bctjca11	Tryker Juwelen 11	Tryker Juwelen 11   	Tryker Juwelen 11   	Tryker Juwelen 11   	ein	der		die	Befähigt zur Herstellung von Tryker-Schmuck bis zur Stufe $cr_recommended 	Tryker Juwelen Qualität 110
-	bctjca12	Tryker Juwelen 12	Tryker Juwelen 12   	Tryker Juwelen 12   	Tryker Juwelen 12   	ein	der		die	Befähigt zur Herstellung von Tryker-Schmuck bis zur Stufe $cr_recommended 	Tryker Juwelen Qualität 120
-	bctjca13	Tryker Juwelen 13	Tryker Juwelen 13   	Tryker Juwelen 13   	Tryker Juwelen 13   	ein	der		die	Befähigt zur Herstellung von Tryker-Schmuck bis zur Stufe $cr_recommended 	Tryker Juwelen Qualität 130
-	bctjca14	Tryker Juwelen 14	Tryker Juwelen 14   	Tryker Juwelen 14   	Tryker Juwelen 14   	ein	der		die	Befähigt zur Herstellung von Tryker-Schmuck bis zur Stufe $cr_recommended 	Tryker Juwelen Qualität 140
-	bctjca15	Tryker Juwelen 15	Tryker Juwelen 15   	Tryker Juwelen 15   	Tryker Juwelen 15   	ein	der		die	Befähigt zur Herstellung von Tryker-Schmuck bis zur Stufe $cr_recommended 	Tryker Juwelen Qualität 150
-	bctjca16	Tryker Juwelen 16	Tryker Juwelen 16   	Tryker Juwelen 16   	Tryker Juwelen 16   	ein	der		die	Befähigt zur Herstellung von Tryker-Schmuck bis zur Stufe $cr_recommended 	Tryker Juwelen Qualität 160
-	bctjca17	Tryker Juwelen 17	Tryker Juwelen 17   	Tryker Juwelen 17   	Tryker Juwelen 17   	ein	der		die	Befähigt zur Herstellung von Tryker-Schmuck bis zur Stufe $cr_recommended 	Tryker Juwelen Qualität 170
-	bctjca18	Tryker Juwelen 18	Tryker Juwelen 18   	Tryker Juwelen 18   	Tryker Juwelen 18   	ein	der		die	Befähigt zur Herstellung von Tryker-Schmuck bis zur Stufe $cr_recommended 	Tryker Juwelen Qualität 180
-	bctjca19	Tryker Juwelen 19	Tryker Juwelen 19   	Tryker Juwelen 19   	Tryker Juwelen 19   	ein	der		die	Befähigt zur Herstellung von Tryker-Schmuck bis zur Stufe $cr_recommended 	Tryker Juwelen Qualität 190
-	bctjca20	Tryker Juwelen 20	Tryker Juwelen 20   	Tryker Juwelen 20   	Tryker Juwelen 20   	ein	der		die	Befähigt zur Herstellung von Tryker-Schmuck bis zur Stufe $cr_recommended 	Tryker Juwelen Qualität 200
-	bctjca21	Tryker Juwelen 21	Tryker Juwelen 21   	Tryker Juwelen 21   	Tryker Juwelen 21   	ein	der		die	Befähigt zur Herstellung von Tryker-Schmuck bis zur Stufe $cr_recommended 	Tryker Juwelen Qualität 210
-	bctjca22	Tryker Juwelen 22	Tryker Juwelen 22   	Tryker Juwelen 22   	Tryker Juwelen 22   	ein	der		die	Befähigt zur Herstellung von Tryker-Schmuck bis zur Stufe $cr_recommended 	Tryker Juwelen Qualität 220
-	bctjca23	Tryker Juwelen 23	Tryker Juwelen 23   	Tryker Juwelen 23   	Tryker Juwelen 23   	ein	der		die	Befähigt zur Herstellung von Tryker-Schmuck bis zur Stufe $cr_recommended 	Tryker Juwelen Qualität 230
-	bctjca24	Tryker Juwelen 24	Tryker Juwelen 24   	Tryker Juwelen 24   	Tryker Juwelen 24   	ein	der		die	Befähigt zur Herstellung von Tryker-Schmuck bis zur Stufe $cr_recommended 	Tryker Juwelen Qualität 240
-	bctjca25	Tryker Juwelen 25	Tryker Juwelen 25   	Tryker Juwelen 25   	Tryker Juwelen 25   	ein	der		die	Befähigt zur Herstellung von Tryker-Schmuck bis zur Stufe $cr_recommended 	Tryker Juwelen Qualität 250
-	bczaca01	Zoraï Rüstungen 1	Zoraï Rüstungen 1   	Zoraï Rüstungen 1   	Zoraï Rüstungen 1   	ein	der		die	Befähigt zur Herstellung von Zoraï-Rüstungen bis zur Stufe $cr_recommended 	Zoraï Rüstungen Qualität 10
-	bczaca02	Zoraï Rüstungen 2	Zoraï Rüstungen 2   	Zoraï Rüstungen 2   	Zoraï Rüstungen 2   	ein	der		die	Befähigt zur Herstellung von Zoraï-Rüstungen bis zur Stufe $cr_recommended 	Zoraï Rüstungen Qualität 20
-	bczaca03	Zoraï Rüstungen 3	Zoraï Rüstungen 3   	Zoraï Rüstungen 3   	Zoraï Rüstungen 3   	ein	der		die	Befähigt zur Herstellung von Zoraï-Rüstungen bis zur Stufe $cr_recommended 	Zoraï Rüstungen Qualität 30
-	bczaca04	Zoraï Rüstungen 4	Zoraï Rüstungen 4   	Zoraï Rüstungen 4   	Zoraï Rüstungen 4   	ein	der		die	Befähigt zur Herstellung von Zoraï-Rüstungen bis zur Stufe $cr_recommended 	Zoraï Rüstungen Qualität 40
-	bczaca05	Zoraï Rüstungen 5	Zoraï Rüstungen 5   	Zoraï Rüstungen 5   	Zoraï Rüstungen 5   	ein	der		die	Befähigt zur Herstellung von Zoraï-Rüstungen bis zur Stufe $cr_recommended 	Zoraï Rüstungen Qualität 50
-	bczaca06	Zoraï Rüstungen 6	Zoraï Rüstungen 6   	Zoraï Rüstungen 6   	Zoraï Rüstungen 6   	ein	der		die	Befähigt zur Herstellung von Zoraï-Rüstungen bis zur Stufe $cr_recommended 	Zoraï Rüstungen Qualität 60
-	bczaca07	Zoraï Rüstungen 7	Zoraï Rüstungen 7   	Zoraï Rüstungen 7   	Zoraï Rüstungen 7   	ein	der		die	Befähigt zur Herstellung von Zoraï-Rüstungen bis zur Stufe $cr_recommended 	Zoraï Rüstungen Qualität 70
-	bczaca08	Zoraï Rüstungen 8	Zoraï Rüstungen 8   	Zoraï Rüstungen 8   	Zoraï Rüstungen 8   	ein	der		die	Befähigt zur Herstellung von Zoraï-Rüstungen bis zur Stufe $cr_recommended 	Zoraï Rüstungen Qualität 80
-	bczaca09	Zoraï Rüstungen 9	Zoraï Rüstungen 9   	Zoraï Rüstungen 9   	Zoraï Rüstungen 9   	ein	der		die	Befähigt zur Herstellung von Zoraï-Rüstungen bis zur Stufe $cr_recommended 	Zoraï Rüstungen Qualität 90
-	bczaca10	Zoraï Rüstungen 10	Zoraï Rüstungen 10   	Zoraï Rüstungen 10   	Zoraï Rüstungen 10   	ein	der		die	Befähigt zur Herstellung von Zoraï-Rüstungen bis zur Stufe $cr_recommended 	Zoraï Rüstungen Qualität 100
-	bczaca11	Zoraï Rüstungen 11	Zoraï Rüstungen 11   	Zoraï Rüstungen 11   	Zoraï Rüstungen 11   	ein	der		die	Befähigt zur Herstellung von Zoraï-Rüstungen bis zur Stufe $cr_recommended 	Zoraï Rüstungen Qualität 110
-	bczaca12	Zoraï Rüstungen 12	Zoraï Rüstungen 12   	Zoraï Rüstungen 12   	Zoraï Rüstungen 12   	ein	der		die	Befähigt zur Herstellung von Zoraï-Rüstungen bis zur Stufe $cr_recommended 	Zoraï Rüstungen Qualität 120
-	bczaca13	Zoraï Rüstungen 13	Zoraï Rüstungen 13   	Zoraï Rüstungen 13   	Zoraï Rüstungen 13   	ein	der		die	Befähigt zur Herstellung von Zoraï-Rüstungen bis zur Stufe $cr_recommended 	Zoraï Rüstungen Qualität 130
-	bczaca14	Zoraï Rüstungen 14	Zoraï Rüstungen 14   	Zoraï Rüstungen 14   	Zoraï Rüstungen 14   	ein	der		die	Befähigt zur Herstellung von Zoraï-Rüstungen bis zur Stufe $cr_recommended 	Zoraï Rüstungen Qualität 140
-	bczaca15	Zoraï Rüstungen 15	Zoraï Rüstungen 15   	Zoraï Rüstungen 15   	Zoraï Rüstungen 15   	ein	der		die	Befähigt zur Herstellung von Zoraï-Rüstungen bis zur Stufe $cr_recommended 	Zoraï Rüstungen Qualität 150
-	bczaca16	Zoraï Rüstungen 16	Zoraï Rüstungen 16   	Zoraï Rüstungen 16   	Zoraï Rüstungen 16   	ein	der		die	Befähigt zur Herstellung von Zoraï-Rüstungen bis zur Stufe $cr_recommended 	Zoraï Rüstungen Qualität 160
-	bczaca17	Zoraï Rüstungen 17	Zoraï Rüstungen 17   	Zoraï Rüstungen 17   	Zoraï Rüstungen 17   	ein	der		die	Befähigt zur Herstellung von Zoraï-Rüstungen bis zur Stufe $cr_recommended 	Zoraï Rüstungen Qualität 170
-	bczaca18	Zoraï Rüstungen 18	Zoraï Rüstungen 18   	Zoraï Rüstungen 18   	Zoraï Rüstungen 18   	ein	der		die	Befähigt zur Herstellung von Zoraï-Rüstungen bis zur Stufe $cr_recommended 	Zoraï Rüstungen Qualität 180
-	bczaca19	Zoraï Rüstungen 19	Zoraï Rüstungen 19   	Zoraï Rüstungen 19   	Zoraï Rüstungen 19   	ein	der		die	Befähigt zur Herstellung von Zoraï-Rüstungen bis zur Stufe $cr_recommended 	Zoraï Rüstungen Qualität 190
-	bczaca20	Zoraï Rüstungen 20	Zoraï Rüstungen 20   	Zoraï Rüstungen 20   	Zoraï Rüstungen 20   	ein	der		die	Befähigt zur Herstellung von Zoraï-Rüstungen bis zur Stufe $cr_recommended 	Zoraï Rüstungen Qualität 200
-	bczaca21	Zoraï Rüstungen 21	Zoraï Rüstungen 21   	Zoraï Rüstungen 21   	Zoraï Rüstungen 21   	ein	der		die	Befähigt zur Herstellung von Zoraï-Rüstungen bis zur Stufe $cr_recommended 	Zoraï Rüstungen Qualität 210
-	bczaca22	Zoraï Rüstungen 22	Zoraï Rüstungen 22   	Zoraï Rüstungen 22   	Zoraï Rüstungen 22   	ein	der		die	Befähigt zur Herstellung von Zoraï-Rüstungen bis zur Stufe $cr_recommended 	Zoraï Rüstungen Qualität 220
-	bczaca23	Zoraï Rüstungen 23	Zoraï Rüstungen 23   	Zoraï Rüstungen 23   	Zoraï Rüstungen 23   	ein	der		die	Befähigt zur Herstellung von Zoraï-Rüstungen bis zur Stufe $cr_recommended 	Zoraï Rüstungen Qualität 230
-	bczaca24	Zoraï Rüstungen 24	Zoraï Rüstungen 24   	Zoraï Rüstungen 24   	Zoraï Rüstungen 24   	ein	der		die	Befähigt zur Herstellung von Zoraï-Rüstungen bis zur Stufe $cr_recommended 	Zoraï Rüstungen Qualität 240
-	bczaca25	Zoraï Rüstungen 25	Zoraï Rüstungen 25   	Zoraï Rüstungen 25   	Zoraï Rüstungen 25   	ein	der		die	Befähigt zur Herstellung von Zoraï-Rüstungen bis zur Stufe $cr_recommended 	Zoraï Rüstungen Qualität 250
-	bczmca01	Zoraï Nahkampfwaffen 1	Zoraï Nahkampfwaffen 1   	Zoraï Nahkampfwaffen 1   	Zoraï Nahkampfwaffen 1   	ein	der		die	Befähigt zur Herstellung von Zoraï-Nahkampfwaffen bis zur Stufe $cr_recommended 	Zoraï Nahkampfwaffen Qualität 10
-	bczmca02	Zoraï Nahkampfwaffen 2	Zoraï Nahkampfwaffen 2   	Zoraï Nahkampfwaffen 2   	Zoraï Nahkampfwaffen 2   	ein	der		die	Befähigt zur Herstellung von Zoraï-Nahkampfwaffen bis zur Stufe $cr_recommended 	Zoraï Nahkampfwaffen Qualität 20
-	bczmca03	Zoraï Nahkampfwaffen 3	Zoraï Nahkampfwaffen 3   	Zoraï Nahkampfwaffen 3   	Zoraï Nahkampfwaffen 3   	ein	der		die	Befähigt zur Herstellung von Zoraï-Nahkampfwaffen bis zur Stufe $cr_recommended 	Zoraï Nahkampfwaffen Qualität 30
-	bczmca04	Zoraï Nahkampfwaffen 4	Zoraï Nahkampfwaffen 4   	Zoraï Nahkampfwaffen 4   	Zoraï Nahkampfwaffen 4   	ein	der		die	Befähigt zur Herstellung von Zoraï-Nahkampfwaffen bis zur Stufe $cr_recommended 	Zoraï Nahkampfwaffen Qualität 40
-	bczmca05	Zoraï Nahkampfwaffen 5	Zoraï Nahkampfwaffen 5   	Zoraï Nahkampfwaffen 5   	Zoraï Nahkampfwaffen 5   	ein	der		die	Befähigt zur Herstellung von Zoraï-Nahkampfwaffen bis zur Stufe $cr_recommended 	Zoraï Nahkampfwaffen Qualität 50
-	bczmca06	Zoraï Nahkampfwaffen 6	Zoraï Nahkampfwaffen 6   	Zoraï Nahkampfwaffen 6   	Zoraï Nahkampfwaffen 6   	ein	der		die	Befähigt zur Herstellung von Zoraï-Nahkampfwaffen bis zur Stufe $cr_recommended 	Zoraï Nahkampfwaffen Qualität 60
-	bczmca07	Zoraï Nahkampfwaffen 7	Zoraï Nahkampfwaffen 7   	Zoraï Nahkampfwaffen 7   	Zoraï Nahkampfwaffen 7   	ein	der		die	Befähigt zur Herstellung von Zoraï-Nahkampfwaffen bis zur Stufe $cr_recommended 	Zoraï Nahkampfwaffen Qualität 70
-	bczmca08	Zoraï Nahkampfwaffen 8	Zoraï Nahkampfwaffen 8   	Zoraï Nahkampfwaffen 8   	Zoraï Nahkampfwaffen 8   	ein	der		die	Befähigt zur Herstellung von Zoraï-Nahkampfwaffen bis zur Stufe $cr_recommended 	Zoraï Nahkampfwaffen Qualität 80
-	bczmca09	Zoraï Nahkampfwaffen 9	Zoraï Nahkampfwaffen 9   	Zoraï Nahkampfwaffen 9   	Zoraï Nahkampfwaffen 9   	ein	der		die	Befähigt zur Herstellung von Zoraï-Nahkampfwaffen bis zur Stufe $cr_recommended 	Zoraï Nahkampfwaffen Qualität 90
-	bczmca10	Zoraï Nahkampfwaffen 10	Zoraï Nahkampfwaffen 10   	Zoraï Nahkampfwaffen 10   	Zoraï Nahkampfwaffen 10   	ein	der		die	Befähigt zur Herstellung von Zoraï-Nahkampfwaffen bis zur Stufe $cr_recommended 	Zoraï Nahkampfwaffen Qualität 100
-	bczmca11	Zoraï Nahkampfwaffen 11	Zoraï Nahkampfwaffen 11   	Zoraï Nahkampfwaffen 11   	Zoraï Nahkampfwaffen 11   	ein	der		die	Befähigt zur Herstellung von Zoraï-Nahkampfwaffen bis zur Stufe $cr_recommended 	Zoraï Nahkampfwaffen Qualität 110
-	bczmca12	Zoraï Nahkampfwaffen 12	Zoraï Nahkampfwaffen 12   	Zoraï Nahkampfwaffen 12   	Zoraï Nahkampfwaffen 12   	ein	der		die	Befähigt zur Herstellung von Zoraï-Nahkampfwaffen bis zur Stufe $cr_recommended 	Zoraï Nahkampfwaffen Qualität 120
-	bczmca13	Zoraï Nahkampfwaffen 13	Zoraï Nahkampfwaffen 13   	Zoraï Nahkampfwaffen 13   	Zoraï Nahkampfwaffen 13   	ein	der		die	Befähigt zur Herstellung von Zoraï-Nahkampfwaffen bis zur Stufe $cr_recommended 	Zoraï Nahkampfwaffen Qualität 130
-	bczmca14	Zoraï Nahkampfwaffen 14	Zoraï Nahkampfwaffen 14   	Zoraï Nahkampfwaffen 14   	Zoraï Nahkampfwaffen 14   	ein	der		die	Befähigt zur Herstellung von Zoraï-Nahkampfwaffen bis zur Stufe $cr_recommended 	Zoraï Nahkampfwaffen Qualität 140
-	bczmca15	Zoraï Nahkampfwaffen 15	Zoraï Nahkampfwaffen 15   	Zoraï Nahkampfwaffen 15   	Zoraï Nahkampfwaffen 15   	ein	der		die	Befähigt zur Herstellung von Zoraï-Nahkampfwaffen bis zur Stufe $cr_recommended 	Zoraï Nahkampfwaffen Qualität 150
-	bczmca16	Zoraï Nahkampfwaffen 16	Zoraï Nahkampfwaffen 16   	Zoraï Nahkampfwaffen 16   	Zoraï Nahkampfwaffen 16   	ein	der		die	Befähigt zur Herstellung von Zoraï-Nahkampfwaffen bis zur Stufe $cr_recommended 	Zoraï Nahkampfwaffen Qualität 160
-	bczmca17	Zoraï Nahkampfwaffen 17	Zoraï Nahkampfwaffen 17   	Zoraï Nahkampfwaffen 17   	Zoraï Nahkampfwaffen 17   	ein	der		die	Befähigt zur Herstellung von Zoraï-Nahkampfwaffen bis zur Stufe $cr_recommended 	Zoraï Nahkampfwaffen Qualität 170
-	bczmca18	Zoraï Nahkampfwaffen 18	Zoraï Nahkampfwaffen 18   	Zoraï Nahkampfwaffen 18   	Zoraï Nahkampfwaffen 18   	ein	der		die	Befähigt zur Herstellung von Zoraï-Nahkampfwaffen bis zur Stufe $cr_recommended 	Zoraï Nahkampfwaffen Qualität 180
-	bczmca19	Zoraï Nahkampfwaffen 19	Zoraï Nahkampfwaffen 19   	Zoraï Nahkampfwaffen 19   	Zoraï Nahkampfwaffen 19   	ein	der		die	Befähigt zur Herstellung von Zoraï-Nahkampfwaffen bis zur Stufe $cr_recommended 	Zoraï Nahkampfwaffen Qualität 190
-	bczmca20	Zoraï Nahkampfwaffen 20	Zoraï Nahkampfwaffen 20   	Zoraï Nahkampfwaffen 20   	Zoraï Nahkampfwaffen 20   	ein	der		die	Befähigt zur Herstellung von Zoraï-Nahkampfwaffen bis zur Stufe $cr_recommended 	Zoraï Nahkampfwaffen Qualität 200
