// HASH_VALUE A575E93668996B62
// INDEX 0
abandon_mission	[&TSK&Has abandonado una misión.]
cwtf01_outofroom_botchat	[No te preocupes por eso, aquí tienes.]

// HASH_VALUE 9D2D3725808D23A7
// INDEX 1138
cwtf01_outofroom_msg	[&SYS&No tienes espacio suficiente en tu inventario. Regresa por el objeto cuando hayas creado más espacio.]

// HASH_VALUE 64974E329C6AD145
// INDEX 1139
cwtf01_outofroom_overload	[Crea espacio en tu inventario antes de regresar por el objeto.]

// HASH_VALUE 25E8FA0B1EA1974A
// INDEX 1140
cwtf01_outofroom_phrase	[Antes no tenía suficiente espacio para tomar el objeto.]

// HASH_VALUE 9854B6CD33225434
// INDEX 1141
cwtf01_reponse_chef	[Ah, bien hola $player$. Veo que $givervar$ siempre es sensible con las necesidades del pueblo de $city$. Un buen ejemplo de un Tryker digno del nombre. La cooperación es una parte regular de la vida aquí, no lo olvides. {break}De todos modos, quizás no sepas que el Gran Enjambre causó un gran daño que nuestro pueblo apenas está empezando a recuperarse. Este no es momento para descansar, la amenaza Kitin aún está ahí. Por eso es que necesito de tus servicios. Entrégame un informe de las actividades de los Kitins cerca de la ciudad. Regresa a verme a la menor señal de peligro.]

// HASH_VALUE B184F3AE11EF2951
// INDEX 1142
cwtf01_reponse_chef_suite	[Hm, has hecho muy bien. Los $kitin.p$ no son agresivos, pero su presencia demuestra que los Kitins han regresado a la superficie. Si pudieras matar a una manada, esto repelería la amenaza al menos por un tiempo.]

// HASH_VALUE E30E68B1556F89B9
// INDEX 1143
cwtf01_step1_phrase	[Hola, $givervar$ me envía. Entiendo que estás buscando por nuevos reclutas.]

// HASH_VALUE AC0B28F21BB0BA08
// INDEX 1144
cwtf01_step3_overload	[Informa a $gardchief$]

// HASH_VALUE CCCD3547B48841BA
// INDEX 1145
cwtf01_step3_phrase	[Jefe, encontré $kitin$ cerca de $city$!]

// HASH_VALUE 340C3B4356E72639
// INDEX 1146
cwtf01_step4_roleplay_1	[Matar al $kitin$ para reducer el peligro de $city$]

// HASH_VALUE 2D92638C4C25BCB3
// INDEX 1147
cwtf01_title	[Valorar la amenaza de los Kitins]

// HASH_VALUE 8ACD96AF96EE14C8
// INDEX 1148
cwtf02_demande_barman	[Me alegra verte, $player$! Es un desastre! Hay más huéspedes de los que esperaba anoche y ya estoy a punto de quedarme sin bebidas! Habrá una fiesta importante y todavía tengo que ocuparme de arreglar todos los detalles. No puedo dejar 10 copas de los Trykers vacías! Si quieres ayudar al pueblo de los Tryker, debes ayudarme a reunir los ingredientes para la preparación de nuestra bebida favorita.]

// HASH_VALUE 58B58C2410A6E124
// INDEX 1149
cwtf02_desc	[Ayuda al $barman$ a reunir los ingredientes necesarios para elaborar las bebidas para el bar de $city$.]

// HASH_VALUE DE4C535C1C424039
// INDEX 1150
cwtf02_instructions	[Ah, hola $player$. $gardchief$ me dijo que hiciste un gran trabajo para él, yo sabía que podía confiar en ti para hacer eso. Si aún deseas ayudar a nuestra bella ciudad, creo que $barman$ nuestro tabernero está teniendo algunos problemas. Quizás puedas ayudarlo...]

// HASH_VALUE 8A604C17DADA2AD3
// INDEX 1151
cwtf02_liste_mps	[Harías eso? De verás? Me estás salvando mi vida! Hm veamos... Primero voy a necesitar algo de Stinga Moss, esto produce un jugo delicioso. Puedes encontrar $stinga$ en la peninsula justo cerca de $eaux$.{break}También necesito Secreción de Clopper. No me mires así! Nunca has tomado Cloppasoa?! De todas formas, puedes encontrar la $clopper$ cerca de $vertval$. Pero ten cuidado, a estas criaturas les gusta viajar en grupos.]

// HASH_VALUE 46FAB3ADF428F5D7
// INDEX 1152
cwtf02_merci	[Hey $player$! No puedeo creerlo! Muchas gracias, has prevenido un desastre. Cancelar una fiesta es un gran insulto para un Tryker. Aquí, tu lo mereces más por lo que hiciste por mi.]

// HASH_VALUE 4184DD90455DD2A9
// INDEX 1153
cwtf02_step1_phrase	[Hola. $givervar$ me dijo que necesitas ayuda?]

// HASH_VALUE 8F31CD345C5AE1BD
// INDEX 1154
cwtf02_step2_overload	[Lleva el Moss y la Secreción a $barman$]

// HASH_VALUE 8427B488E5411F97
// INDEX 1155
cwtf02_title	[Reabatece el bar de $city$]

// HASH_VALUE 0423E299ACD7A446
// INDEX 1156
cwtf03_accueil_chef	[Ah, otro mensaje de Fairhaven. Gracias.{break} Qué, es esto algún tipo de broma? De verás creen que esto es suficiente?! Una compensación tan simple, mis tataranietos estarán en sus tumbas antes de que la deuda se haya pagado!{break}Hm...Supongo que solo debes hacer un pequeño favor a las autoridades de Fairhaven. Hay un pequeño problema que necesita ser resuelto. Un ex miembro de nuestra tribu nos traicionó, y se llevó consigo una perla de gran valor cuando huyó. Si tu la recuperas para nosotros voy a reconsiderar el pago suficiente por ahora. La última vez que fue visto, el traidor estaba en  $landes$. La entrada está al norte de aquí. Apresúrate antes que cambie de idea.]

// HASH_VALUE 4D4AA609804B6C43
// INDEX 1157
cwtf03_desc	[Ayuda al pueblo de los Tryker a repagar su deuda con la tribu de los Corsarios.]

// HASH_VALUE 6C73E36298022B5C
// INDEX 1158
cwtf03_dialog_intendant	[Hm... hola. $givervar$ enviarte aquí demuestra que ella debe tener confianza en ti. Tengo una misión para ti que es un poco.... delicada. {break}Estoy seguro que sabes que la tribu de los $corsaires$ fue de gran ayuda para nosotros durante la Batalla de las Lagunas del Loria al oponerse a los Matis, que estaban bajo el yugo del tirano Jinovitch en ese tiempo. El único problema era que... Esta ayuda vino con un precio! No muchos de mis hermanos saben de esto, pero aún estamos endeudados con esta tribu de mercenarios. Como intendente estoy a cargo de la cancelación de esta deuda. No obstante, no quiero que esto se vuelva del conocimiento general, razón por la que con frecuencia, pido a los homins en los que puedo confiar que nos ayuden a  limpiar nuestra cuenta pendiente.{break}Creo que comprendes lo importante que es esta misión, por lo que te pido que tomes esta bolsa y la lleves a $chef$, jefe de los $corsaires$ con la mayor discreción. Las autoridades de $city$ estarán muy agradecidas.]

// HASH_VALUE EE9924AA4CBCC5C1
// INDEX 1159
cwtf03_dialog_reward	[Estoy seguro que han aceptado! Si ellos creen que es fácil para una sociedad civilizada recolectar todos estos drappers están equivocados. No es cómo que salimos fuera y al pillaje.... Nosotros no condonamos dichas prácticas.{break}Ahora, con respecto al Goo en $landes$, ya sabemos sobre este y haremos cualquier esfuerzo para detener que la vena se extienda. Por ahora, tu misión está completa, las autoridades de Fairheaven están agradecidas por lo que has hecho. Acepta esto con nuestros agradecimientos.]

// HASH_VALUE D94D9B069F22C313
// INDEX 1160
cwtf03_instructions	[Hola $player$. Tus éxitos recientes han llamado la atención del intendente $intendant$. Resulta que el necesita de una persona confiable para una misión delicada. Debes ir a verlo inmediatamente.]

// HASH_VALUE D20D4B2D3B110E29
// INDEX 1161
cwtf03_merci	[Ah, hola de nuevo! Esta perla no tiene valor monetario real, pero es un objeto precioso para nosotros los $corsaires$. Esta perla fue encontrada por Still Wyler, ex gobernador de los Tryker, quien fue asesinado cuando iba camino a firmar un Tratado de los Cuatro Pueblos. El la encontró durante una de las batallas en las Lagunas, cuando estaba liderando a nuestra tribu. Desde entonces la hemos mantenido cómo una reliquia para honrar su memoria. {break} Como has visto los $landes$ están empezando a ser invadidos por el Goo y un nuevo tipo de Stinga agresiva ha aparecido. Esto es causa de alarma y debemos detener el azote de su propagación. Ahora sé que puedo contar contigo,asi que no vacilaré en llamarte cuando ecuentre más problemas. {break} Ahora, debes regresar con el intendente y decirle que tu misión fue un éxito y que aceptamos su... miserable pago.]

// HASH_VALUE D3353A5779DBA3AF
// INDEX 1162
cwtf03_outofroom2_overload	[Crea espacio en tu inventario antes de reabrir el baúl]

// HASH_VALUE EE3AAA68E852C49E
// INDEX 1163
cwtf03_outofroom2_phrase	[Abre el baúl]

// HASH_VALUE 75E52F50F6504185
// INDEX 1164
cwtf03_rewardpre_sysmes	[&AMB&Encuentras una perla en el baúl.]

// HASH_VALUE 4184DD90455DD2A9
// INDEX 1165
cwtf03_step1_phrase	[Buen día. $givervar$ me dice que necesitas ayuda?]

// HASH_VALUE A8515DDDE15C8E69
// INDEX 1166
cwtf03_step3_overload	[Explora las $landes$ y encuentra donde el traidor ha escondido la perla de $corsaires$]

// HASH_VALUE EE3AAA68E852C49E
// INDEX 1167
cwtf03_step3_phrase	[Abre el baúl]

// HASH_VALUE 40113395EADADB10
// INDEX 1168
cwtf03_step4_overload_1	[Trae la perla a $chef$]

// HASH_VALUE EC2B5C025D30AA13
// INDEX 1169
cwtf03_step5_overload	[Informa a $intendant$]

// HASH_VALUE FE158DBB54CFF99E
// INDEX 1170
cwtf03_step5_phrase	[Misión cumplida, los $corsaires$ han  aceptado tu pago]

// HASH_VALUE 2AC67C3CACC638F1
// INDEX 1171
cwtf03_title	[La deuda de los Trykers]

// HASH_VALUE A47809534C49DBA4
// INDEX 1172
cwth01_desc	[$barman$ necesita que recolectes unas conchas.]

// HASH_VALUE 4A9A88F8AD3D9567
// INDEX 1173
cwth01_dialog_barman	[Ah hola. Lo siento, no te ví ahí; estaba perdido en mis pensamientos. Pero esoy feliz de verte! Déjame explicarte: $femme1$ me sorprendió cuando estaba conversando con $femme2$. Esto condujo a unos problemas... Para redimirme yo mismo me gustaría obsequiarle un collar de conchas. El problema es que no puedo salir de mi bar para recogerlas. Si fueras tan amable de hacerlo por mi, estarías haciéndome un gran favor. Puedes encontrar conchas cerca del lago al norte de $city$.]

// HASH_VALUE 95BEF5176C736C77
// INDEX 1174
cwth01_dialog_reward	[Perfecto. Son bellas! Estas harán un imponente collar; ella caerá justo en mis brazos! Oh espera, casi olvido recompensarte. Aquí... y por favor no hables mucho sobre esto...]

// HASH_VALUE C8F1C998D6E20381
// INDEX 1175
cwth01_instructions	[Hola $player$. Escucho que $barman$, tabernero de $city$ tiene algunos... problemas personales. Quizás puedas ir a verlo y ofrecerle tu ayuda.]

// HASH_VALUE C168734E1D4CA59A
// INDEX 1176
cwth01_step1_phrase	[Hola. Pareces ansioso, necesitas ayuda?]

// HASH_VALUE 14F06495A93873A3
// INDEX 1177
cwth01_title	[El collar de conchas]

// HASH_VALUE 2A7AAE651FEE3398
// INDEX 1178
cwth02_desc	[$coiffeur$ necesita algo de turba para la tintura del cabello.]

// HASH_VALUE 5D1E4DA63A23CA0A
// INDEX 1179
cwth02_dialog_coiffeuse	[Me alegra verte! El corte de cabello de una homin es un reflejo de su personalidad. Siempre debemos prestar atención a la forma en que usamos nuestro cabello. Una de las cosas que te puede hacer más atractiva es utilizar el color de cabello adecuado. Uno de los servicios que ofrecemos es la coloración del cabello. Nuestros tintes son elaborados con una receta secreta; no obstante, esta requiere de un ingrediente del que ahora estoy muy corto. Me encantaría si pudieras traerme un poco de turba de $eaux$. Asegúrate que la turba sea de buena calidad.]

// HASH_VALUE E2DF8C70ACAE0214
// INDEX 1180
cwth02_dialog_reward	[Muy bien, con esto tendré suficiente para abastecerme por un tiempo. Muchas Trykettes pensarán que eres un héroe. Toma ésto, gracias.]

// HASH_VALUE 0E37E55E0015F04E
// INDEX 1181
cwth02_instructions	[Ah, regresaste, $player$. Entiendo que la peluquera de $city$, $coiffeur$, necesita ayuda. Deberías ir a verla.]

// HASH_VALUE CCF1E414F89C94E7
// INDEX 1182
cwth02_step1_phrase	[Hola, $givervar$ me envía para ayudarte]

// HASH_VALUE DAF6D43B69D5D043
// INDEX 1183
cwth02_title	[Tinte de cabello]

// HASH_VALUE 289B5642C715B4F5
// INDEX 1184
cwth03_desc	[$supplier$ necesita entregar unas raíces a los Matis.]

// HASH_VALUE BFF73548DCE0C67D
// INDEX 1185
cwth03_dialog_reward	[Gracias, estas raíces lo harán muy bien! Siempre trato de evitar la ira de los artesanos Matis descontentos... Me asustan...]

// HASH_VALUE 2239DEE006E9C027
// INDEX 1186
cwth03_dialog_supplier	[Hola, qué bueno verte. De veras necesito recoger unas raíces para una entrega que tengo que hacer a los Matis. Y ellos no son muy flexibles en lo que respecta a retrasos en las entregas... Si pudieras traerme algo me estarían haciendo un gran servicio, dado que no puedo salir de aquí en este momento. Puedes encontrar estas raíces al norte del campo $corsaires$. Asegúrate que sean de calidad selecta, no puedo permitirme entregar a mis clientes materiales de baja calidad, especialmente a los Matis....]

// HASH_VALUE A2E9DCBEFD5681AC
// INDEX 1187
cwth03_instructions	[Ah, eres tú de nuevo, qué gusto verte.  $supplier$ necesita algo de ayuda. Deberías ir a verla.]

// HASH_VALUE CCF1E414F89C94E7
// INDEX 1188
cwth03_step1_phrase	[Hola, $givervar$ me envía para ayudarte]

// HASH_VALUE 45EA8444EC67AC71
// INDEX 1189
cwth03_title	[Raíces para entrega]

// HASH_VALUE DD05F067C2A4974B
// INDEX 1190
cwzc01_desc	[$intendant$ necesita unas botas.]

// HASH_VALUE C29A969C63306FE8
// INDEX 1191
cwzc01_dialog_intendant	[Eres un artesano? Entonces me alegra verte. Estoy seguro que sabes que nosotros, los Zoraïs, estamos comprometidos con la protección de Atys. Hay un flagelo que se come y corrompe todo lo que toca. Este es el Goo. Estamos tratando de estudiarlo, pero protegernos a nosotros mismos cuando estamos en tierras infectadas necesitamos botas fuertes. Como artesano, nos estarías prestando un gran servicio si nos pudieras proporcionar algunas botas.]

// HASH_VALUE E5B56CF715E94458
// INDEX 1192
cwzc01_dialog_reward	[Ah, eso es fantástico. Con estas podremos continuar con nuestros estudios. Muchas gracias.]

// HASH_VALUE EF01923A81527DBF
// INDEX 1193
cwzc01_instructions	[Hola $player$. Si tienes alguna habilidad artesanal deberías ir a ver al $intendant$. Creo que ella podría necesitar tus servicios.]

// HASH_VALUE CCF1E414F89C9415
// INDEX 1194
cwzc01_step1_phrase	[Hola, $givervar$ me envía para ayudarte]

// HASH_VALUE EF4D8DDB34CCADBB
// INDEX 1195
cwzc01_step2_overload	[Fabrica 5 pares de botas livianas de cualquier raza (plan básico) de calidad 10 al menos]

// HASH_VALUE 933CC381A2711066
// INDEX 1196
cwzc01_step3_overload	[Entrega las botas $intendant$]

// HASH_VALUE 0E92B8FE86D9E4A9
// INDEX 1197
cwzc01_title	[Las botas para estudiar al Goo]

// HASH_VALUE 83DFB180F530D458
// INDEX 1198
cwzc02_desc	[La ciudad de $city$ necesita maza para equipar a los aprendices de guerreros.]

// HASH_VALUE 44BDA82CC959CB5D
// INDEX 1199
cwzc02_dialog_chef	[Hola. Hm, No sé quien te habló sobre esto, pero si realmente eres un artesano es posible que necesite de tus habilidades. Los Kitins todavía están aquí y necesitamos reclutas nuevos constantemente. Ahora estos reclusas necesitan nuevas armas de entrenamiento, y estamos empezando a quedarnos sin armas, porque estos reclutas nuevos no paran de romperlas. Crees que podrías fabricarnos unas cuantas?{break}No las puedes fabricar? Ah, eso resulta inconveniente. Quizás el pueblo de la $tribu$ quiera enseñarte cómo fabricarlas, dado que son especialistas en la fabricación. Deberías ir a verlos.]

// HASH_VALUE 4193A3617187164E
// INDEX 1200
cwzc02_dialog_chef_tribu	[Bien...Puedo enseñarte cómo fabricar armas de entrenamiento, sí. Sin embargo, el conocimiento viene con un precio. Ve a meditar en el área de $chutes$. Tráeme una prueba de que has estado ahí y te enseñaré lo que me has pedido.]

// HASH_VALUE C84121AA3D37C094
// INDEX 1201
cwzc02_dialog_reward	[Hm, si has encontrado una perla es probable que sea porque has pasado meditando suficiente tiempo bajo la cascada. Creo que mereces que te enseñe lo que has pedido.]

// HASH_VALUE 0ECE3D413E70C800
// INDEX 1202
cwzc02_instructions_m	[Ah, estás de regreso. Veo que eres superdotado. Ve a ver a $chef$, jefe de la guardia, pienso que puedes ser de utilidad para él]

// HASH_VALUE A003E5969637A95B
// INDEX 1203
cwzc02_instructions_f	[Ah, estás de regreso. Veo que eres superdotada. Ve a ver a $chef$, jefe de la guardia, pienso que puedes ser de utilidad para él]

// HASH_VALUE BE3105A9BBC89F4E
// INDEX 1204
cwzc02_reward_sysmes	[&AMB&Aprendes a fabricar mazos de entrenamiento.]

// HASH_VALUE 0DA111DE90123C34
// INDEX 1205
cwzc02_step1_phrase	[Hola, necesitas la ayuda de un artesano?]

// HASH_VALUE 8F2D0814C581A192
// INDEX 1206
cwzc02_step2_phrase	[Hola, puedes enseñarme a fabricar armas de entrenamiento?]

// HASH_VALUE EC5118FA7338AA1C
// INDEX 1207
cwzc02_step3_overload	[Explora los $chutes$ y medita]

// HASH_VALUE 2B6A7A0C3F15C05A
// INDEX 1208
cwzc02_step4_overload	[Medita bajo la cascada]

// HASH_VALUE 6A0E47DE34CFBF4E
// INDEX 1209
cwzc02_step4_success_sysmes	[&AMB&Durante tu meditación, una perla color púrpura se aparece ante ti.]

// HASH_VALUE 864978A9CCE79BB0
// INDEX 1210
cwzc02_title	[Los mazos para los aprendices (1/2)]

// HASH_VALUE 83DFB180F530D458
// INDEX 1211
cwzc03_desc	[La ciudad de $city$ necesita mazos para equipar a sus aprendices de guerreros.]

// HASH_VALUE 27DBF1DA0219E0ED
// INDEX 1212
cwzc03_dialog_reward	[Eh, eres tú de nuevo. Perfecto, estas armas son muy adecuadas para el entrenamiento de nuestros nuevos reclutas.]

// HASH_VALUE 050F8C0CCFBD451A
// INDEX 1213
cwzc03_step1_roleplay_1	[Fabrica 5 mazos para dos manos  para los aprendices de guerreros de $city$]

// HASH_VALUE 864978A90CE79BB0
