bot name	translated name	sheet_name
eohje	Be'Yle Dachan	tryker_guard_t_h
eohoohe	Mac'Laughan Keffan	trhc1
eojebe	Be'Gany Dirmy	trhc1
eokl		
eoleojo	O'Biroy Eskan	trhc1
eolno	Mac'Leigan Liffan	trhc1
eonb		
eonew	Mac'Wiley Echen	trhc1
eono		
eote	O'Cauty Eskan	tryker_guard_t_h
eotohtnle	O'Darghan Dappan	trhc1
eowebe	Mac'Arlly Artan	trhc1
erb	Be'Yle Effer	trhc1
ert		
etboto	O'Darghan Cothan	trhc1
etebewl	Be'Nan Liffan	tryker_guard_t_h
eteenoe	Mac'Nary Lipsie	trhc1
etjew	Mac'Jorn Baksan	trhc1
etoeto	Be'Ledacan Cothan	tryker_guard_t_h
etohe	Mac'Rippsey Breggan	trhc1
etoho	Ba'Massey Eskan	trhc2
ettoceo	Ba'Neppy Briggie	trhc3old
etwej	O'Cauty Baksan	trhc1
eweoco	Be'Doyley Enan	tryker_guard_t_h
ewheje	Mac'Leigan Eoppie	trhc1
ewleh		
ewoebo	Be'Ledacan Echen	trhc2
ewoeno	O'Darghan Lixie	trha1
ewoowtho	Mac'Jorn Brammy	trhc1
ewote	Mac'Dughan Brammy	trhc3old
ewowe	Be'Riplan Cadgan	trhc3old
fegro		
feseaz		
firip	Be'Nan Gaxy	trhc1
foks		
gefo		
gefre	Mac'Nary Machen	trhc1
gilin		
gliju	Mac'Laughan Briggie	trhc1
goi		
gre		
grimh		
grit	O'Arty Lipsie	trhc1
hac		
hbbo		
hebe	Mac'Leigan Artan	tryker_guard_t_h
hedry	Be'Doyley Liffan	trhc1
heeb		
heewoh	Ba'Massey Eoppie	trhc3old
hehoce	Mac'Cautty Keffan	tryker_guard_t_h
hejenle	Mac'Nary Canan	tryker_guard_t_h
hekl		
heko		
hob		
hobno		
hoen		
hojohe	O'Biroy Lipsie	trhc1
hojojeo	O'Arty Diksan	trha2
hoky		
holb		
honeen	Ba'Gan Artan	trhc1
honoob	Be'Nan Gedden	trhc1
honoolol		
hoonoe	Mac'Rippsey Cadgan	trhc2
hop		
hote		
howeo	Be'Riplan Eoppie	trhc1
htye	Mac'Nary Ganan	trhc1
ilesthou	Be'Yle Eskan	trhc1
iop		
jahr		
jbo		
jebe		
jebo		
jeccococ	Be'Yle Diksan	trhc1
jeejo	Be'Riplan Dirmy	trhc1
jeje	Ba'Dardan Lipsie	trhc2old
jelji	Mac'Rippsey Keffan	trhc2old
jeno		
jeo		
jey		
jip		
joc		
joe		
joj		
joobloe		
jowej	Be'Riplan Machen	trhc2old
juegfro	O'Biroy Dappan	trhc1
jueo	Mac'Darssey Dachan	trhc1
jug		
kbo		
kcon		
keck		
keke		
keuf		
kiju		
kiol	Be'Nan Cothan	trhc1
kipo	Mac'Arlly Diksan	trhc2old
kjeo		
koh		
koj		
ktto		
leb		
lebohjo	Mac'Laughan Effer	trhc1
leebone		
leewon	Be'Daghan Achen	tryker_guard_t_h
lehobe	Be'Nan Dirmy	trhc1
lejooloh	Be'Riplan Baxy	trhc1
leke		
len		
lenebo		
lenoetbo	Be'Marrell Briggie	tryker_guard_t_h
lenowob	Be'Nan Briggie	tryker_guard_t_h
leojneb	Be'Marrell Cothan	trhc2
leote	O'Arty Lixie	trhc1
leq		
letoeco	O'Cauty Eoppie	trhc2old
lewecoe	O'Arty Lichan	trhc1
lheeho		
lijop	O'Arty Canan	trhc1
liop		
lite	Mac'Dughan Jidgen	trhc1
lobeeneet		
loe		
loeceo	Mac'Nary Baksan	trhc1
lolo		
loloobo	O'Darghan Artan	trhc1
lonolet	Mac'Arlly Briggie	trhc1
loothe	Ba'Dardan Effer	tryker_guard_t_h
loto		
lowect	Ba'Massey Machen	trhc1
lowoho	Mac'Rippsey Brammy	trhc1
lowol	O'Arty Achen	trhc1
lys		
mab		
mij		
moley		
mystical _adept	$gn_mystical__adept$	
mystical_adept 11		
mystical_adept 16		
mystical_adept 9		
nale		
nebtoowb	Be'Daghan Eoppie	trhc1
necbe	O'Darghan Lipsie	trhc1
neco		
neen		
neh		
nehoj	Ba'Laupsey Eoppie	tryker_guard_t_h
nei	Mac'Jorn Canan	trhc2
nel		
nelbbo	Be'Riplan Liffan	tryker_guard_t_h
neneeteo	Mac'Arlly Eoppie	trhc2
nenewec	Ba'Gan Achen	trhc1
nenneecbe	Mac'Arlly Baxy	trhc1
neno		
nenoojob	Mac'Laughan Eoppie	tryker_guard_t_h
neocwe	Mac'Arlly Lipsie	trha2
newetle	O'Arty Brammy	tryker_guard_t_h
newjob	Be'Toolly Breggan	trhc2
nhoelle	O'Biroy Effer	trhc1
ni		
noceho	O'Biroy Brammy	tryker_guard_t_h
noe		
noeh		
noelo	Ba'Dardan Dappan	tryker_guard_t_h
noh		
notheho	Be'Doyley Baxy	tryker_guard_t_h
ntoh		
nykop		
obec		
obehe	Ba'Laupsey Eskan	tryker_guard_t_h
obeohe	Be'Yle Eoppie	trhc2
obewo	Mac'Arlly Cothan	tryker_guard_t_h
objoteo	Be'Toolly Enan	trhc1
oblocj	Mac'Nary Jidgen	tryker_guard_t_h
oboebo		
obol		
occeebe	Mac'Leigan Lichan	trhc3
oceleb	Mac'Jorn Ganan	trhc2old
ocemlo	Be'Doyley Cothan	trhc2old
ocjje	Mac'Nary Dappan	trhc1
ocoecel	Mac'Wiley Diksan	trhc2
octo		
oebewlwo	O'Cauty Diksan	trhc1
oebo	Mac'Darssey Echen	trhc1
oebote	Mac'Dughan Enan	trhc2
oebweb		
oeccoh		
oehe	Ba'Wity Echen	trhc1
oejet	Mac'Nary Keffan	trhc1
oejle	Mac'Wiley Brammy	trhc1
oejnne	Mac'Rippsey Lixie	trhc1
oele	Mac'Leigan Cadgan	trhc1
oence	Ba'Dardan Gedden	trhc1
oete	Mac'Nary Eoppie	trhc1mid
oeto	Mac'Wiley Cothan	trhc2
oetoce	Mac'Wiley Machen	trhc1
oetowe	Be'Nan Lichan	tryker_guard_t_h
oewe	Ba'Massey Brammy	trhc1
oewej	Ba'Gan Cadgan	tryker_guard_t_h
oewtto	Mac'Jorn Liffan	tryker_guard_t_h
ohe		
ohebe	Be'Doyley Effer	tryker_guard_t_h
oheejtto	Be'Riplan Lipsie	tryker_guard_t_h
ohehe	O'Biroy Lichan	tryker_guard_t_h
ohewon		
ohob		
ohoene	O'Biroy Baksan	trhc1
ohto		
ohwojow	Mac'Cautty Briggie	trhc1
ohwot	Be'Daghan Dachan	tryker_guard_t_h
ojebo	Be'Doyley Gedden	tryker_guard_t_h
ojeeteo	Mac'Laughan Breggan	trhc1
ojeeweo	Mac'Darssey Effer	trhc2
ojejo	Mac'Nary Lichan	tryker_guard_t_h
ojnoho	Mac'Darssey Cadgan	tryker_guard_t_h
ojope	Mac'Jorn Lixie	trhc1
ojowew	Be'Ledacan Dirmy	trhc1
okhe		
oko		
okop		
ole		
olebeo	Ba'Massey Effer	trhc1
olebo	O'Biroy Briggie	trhc2old
oleolo	Mac'Laughan Ganan	tryker_guard_t_h
oleotoe	Mac'Cautty Ganan	trhc2
olho	O'Arty Enan	tryker_guard_t_h
oljo		
oljte	Be'Yle Achen	trhc1mid
ollehe	Mac'Laughan Baksan	trhc1
oloohoe	Mac'Cautty Machen	tryker_guard_t_h
omh		
onco		
oneble	Mac'Arlly Gedden	trhc1
onebol	O'Cauty Cadgan	tryker_guard_t_h
oneewe		
onheeto	Mac'Wiley Ganan	tryker_guard_t_h
onne		
onol		
onoono	Mac'Wiley Dachan	tryker_guard_t_h
onto		
onweole	Mac'Jorn Baxy	tryker_guard_t_h
opie	O'Darghan Keffan	trhc1
opiejyt	Ba'Laupsey Lipsie	trhc1
osef		
oteece	Mac'Rippsey Enan	trhc1
otelheb	O'Darghan Breggan	trhc1
otene	Mac'Jorn Keffan	trhc1
othe		
othn		
otho		
otlcwoh	Mac'Cautty Gaxy	trhc1
otoobe	Ba'Massey Cadgan	trhc1
otooce	Be'Gany Briggie	trha1
otri		
otwojo	Mac'Cautty Dirmy	tryker_guard_t_h
oup		
owece	Be'Doyley Ganan	trhc2old
oweene	Be'Riplan Breggan	trhc2old
owheco	Ba'Gan Dappan	trhc1
owne		
owotol	O'Darghan Brammy	trhc1old
owtel	Mac'Darssey Baksan	trhc1
penag		
peolos	O'Cauty Effer	trhc1
pil		
pilfg		
pilk	Be'Gany Eoppie	trhc2old
pios		
plo		
poc		
polioi	Be'Nan Enan	trhc1
professionnal	$gn_professionnal$	
qoj		
qqy		
raj		
ralf		
reo		
retyo		
roao		
rom		
rop		
ropli	Mac'Rippsey Eskan	trhc1
rtyk		
saqz		
sart	Mac'Darssey Enan	trhc1
sazrt	Be'Keeer Diksan	trhc1
sdi		
sdob		
sicetoy	Be'Ledacan Baksan	trhc1
soldier		
sret		
ste		
sty		
su	Mac'Laughan Baxy	trhc2
syg		
teb		
tebewo	Be'Riplan Dachan	trhc1
teeb		
tehb		
teheleo	O'Darghan Baksan	tryker_guard_t_h
tej		
tejhto	Mac'Darssey Cothan	trhc1
teke		
tel		
teo		
teowjeb	Be'Yle Machen	trhc1
tero	Mac'Leigan Jidgen	trhc1
tewobe		
then		
tho		
tkeo		
tkon		
tlek		
tlo		
tob		
tobhewe	Mac'Rippsey Baxy	trhc1
toceb	Ba'Laupsey Liffan	trhc1
tocoeteo	Be'Nan Diksan	trhc2
todp		
toek		
toellhe	Ba'Roley Echen	trhc1
tole		
tolecen	Mac'Nary Echen	trhc1
tolo		
tonjon	Mac'Arlly Achen	trhc2
toob		
topene	Be'Nan Eskan	trhc1
tosh		
toteeneo	O'Cauty Lipsie	trhc2
toten	O'Arty Liffan	tryker_guard_t_h
totne	Be'Toolly Liffan	trhc1
towob		
tpabo		
treat_adept 7		
treat_adept 8		
trej		
twoeho	Ba'Gan Dachan	trhc2
typ		
tzene	Mac'Cautty Canan	trhc1
ulit		
viel	Ba'Gan Eskan	trhc2old
warrior_boss		
weceo	Ba'Massey Echen	trhc1
welenowb	Be'Daghan Diksan	trhc1
weloenceo		
weonejo	O'Cauty Lixie	trhc1
wobnen	Ba'Laupsey Gedden	trhc2old
wohene	Mac'Darssey Liffan	trhc1
wojohob	Mac'Arlly Enan	trhc2old
wole	Mac'Darssey Achen	trhc1
wonte	Mac'Darssey Dirmy	trhc1
yeuv	Mac'Leigan Machen	trhc1old
yhd		
yopo	Ba'Dardan Keffan	trhc1
zerko		
welcomer_aegus_1	Boean Cekian	fyhc3old
welcomer_aegus_2	Aello Apocaps	fyhc3old
welcomer_aegus_3	Apon Cekian	fyha1old
welcomer_aegus_4	Boekos Cekian	fyfc1
welcomer_aegus_5	Aelaus Abygrian	fyha1old
welcomer_kaemon_1	Aen Boeran	fyfc1
welcomer_kaemon_2	Boeton Cekian	fyfc1
welcomer_kaemon_3	Boethus Cekian	fyha1
welcomer_kaemon_4	Aelion Abygrian	fyfc1
welcomer_kaemon_5	Aekos Apocaps	fyfc1
welcomer_sekovix_1	Aporius Cekian	fyfc1mid
welcomer_sekovix_2	Aen Apocaps	fyfc1mid
welcomer_sekovix_3	Aelus Boeran	fyha1
welcomer_sekovix_4	Aenix Apocaps	fyfc1
welcomer_sekovix_5	Cesse Apocaps	fyha1
welcomer_phyxon_1	Dekos Apocaps	fyfc1
welcomer_phyxon_2	Aen Abygrian	fyfc1
welcomer_phyxon_3	Aelaus Boeran	fyha1
welcomer_phyxon_4	Aekos Abygrian	fyhc1mid
welcomer_phyxon_5	Ceros Apocaps	fyfc1
welcomer_galemus_1	Cecaon Cekian	fyhc1
welcomer_galemus_2	Aporon Cekian	fyhc1
welcomer_galemus_3	Boebus Cekian	fyfa1
welcomer_galemus_4	Ceion Eubus	fyfc1mid
welcomer_galemus_5	Cello Apocaps	fyfc1mid
rmf_fight_guild_1	Aposeus Cekian	fyhc2
rmf_craft_guild_1	Cela Apocaps	fyhc2old
rmf_harvest_guild_1	Celaus Eubus	fyfc2
rmf_magic_guild_1	Aello Abygrian	fyfc2mid
rmf_fight_guild_2	Cerius Apocaps	fyfc2
rmf_craft_guild_2	Boedix Cekian	fyhc2mid
rmf_harvest_guild_2	Ceseus Apocaps	fyfc2mid
rmf_magic_guild_2	Aeps Apocaps	fyhc2old
rmf_fight_guild_3	Decaon Apocaps	fyfc2mid
rmf_craft_guild_3	Aela Boeran	fyhc2mid
rmf_harvest_guild_3	Aekos Boeran	fyfc2old
rmf_magic_guild_3	Cekos Eubus	fyhc2
rmf_fight_guild_4	Cello Eubus	fyhc2old
rmf_craft_guild_4	Boedon Cekian	fyfc2mid
rmf_harvest_guild_4	Cerus Apocaps	fyhc2mid
rmf_magic_guild_4	Aelus Apocaps	fyfc2old
rmf_fight_guild_5	Delaus Apocaps	fyfc2mid
rmf_craft_guild_5	Apotheus Cekian	fyhc2
rmf_harvest_guild_5	Cexius Apocaps	fyfc2old
rmf_magic_guild_5	Cen Apocaps	fyfc2mid
aegus_kami_priest	$gn_aegus_kami_priest$	kami_preacher_4_g
kaemon_kami_priest	$gn_kaemon_kami_priest$	kami_preacher_4_g
sekovix_kami_priest	$gn_sekovix_kami_priest$	kami_preacher_4_g
phyxon_kami_priest	$gn_phyxon_kami_priest$	kami_preacher_4_g
galemus_kami_priest	$gn_galemus_kami_priest$	kami_preacher_4_g
kami_sentinel	$gn_kami_sentinel$	
aegus_foreman_1_f1	Apothus Cekian	fyhc1
aegus_foreman_2_f1	Aeps Boeran	fyfc1old
aegus_supplier_1_f1	Celion Eubus	fyhc2old
aegus_supplier_2_f1	Aela Abygrian	fyfc2
aegus_corporal_1_f1	Aelus Abygrian	fyha2
aegus_corporal_2_f1	Aenix Boeran	fyha2mid
kaemon_foreman_1_f1	Apoton Cekian	fyhc1mid
kaemon_foreman_2_f1	Apotis Cekian	fyfc1
kaemon_supplier_1_f1	Cean Cekian	fyhc2mid
kaemon_supplier_2_f1	Aello Boeran	fyfc2old
kaemon_corporal_1_f1	Aenix Abygrian	fyfa2mid
kaemon_corporal_2_f1	Cela Eubus	fyfa2
sekovix_foreman_1_f1	Deion Apocaps	fyhc1old
sekovix_foreman_2_f1	Boeion Cekian	fyhc1
sekovix_supplier_1_f1	Boetheus Cekian	fyhc2mid
sekovix_supplier_2_f1	Cenix Apocaps	fyfc2mid
sekovix_corporal_1_f1	Dean Apocaps	fyha2mid
sekovix_corporal_2_f1	Aeps Abygrian	fyfa2old
phyxon_foreman_1_f1	Boeseus Cekian	fyhc1old
phyxon_foreman_2_f1	Ceps Apocaps	fyfc1old
phyxon_supplier_1_f1	Celaus Apocaps	fyhc2
phyxon_supplier_2_f1	Aelion Boeran	fyfc2
phyxon_corporal_1_f1	Aelaus Apocaps	fyha2mid
phyxon_corporal_2_f1	Aelion Apocaps	fyfa2
galemus_foreman_1_f1	Ceton Apocaps	fyhc1mid
galemus_foreman_2_f1	Aela Apocaps	fyfc1
galemus_supplier_1_f1	Debus Apocaps	fyhc2old
galemus_supplier_2_f1	Aposse Cekian	fyfc2mid
galemus_corporal_1_f1	Celion Apocaps	fyha2old
galemus_corporal_2_f1	Cetis Apocaps	fyfa2mid
aivia	Xacaon Zessen	fyfc2
aivial	Zeps Mekops	fyfc2mid
aiviavia	Zela Pelorus	fyfc2mid
akaka	Xymus Zessen	fyfc2mid
akarar	Ulycaon Zessen	fyfc2old
dyron_captain_1_f1	Xan Zessen	fyfa3
dyron_foreman_2_f1	Deups Xaphaan	fyfc1old
dyron_messenger_f1	Titis Lyseus	fyfc1mid
dyron_supplier_1_f1	Ulydix Zessen	fyfc2
fairhaven_fyros_ambassador_t1	Ulycus Lyseus	fyfc3mid
fyros_hawker_f1	Aetis Boethus	fyfc2old
fyros_hawker_f2	Ulymus Zessen	fyfc2mid
fyros_hawker_f4	Deutheus Xaphaan	fyfc2old
fyros_hawker_f8	Aporius Boethus	fyfc2mid
fyros_hawker_m1	Apothus Boethus	fyfc2mid
fyros_hawker_m2	Deuron Xaphaan	fyfc2
fyros_hawker_m4	Xyan Krinn	fyfc2old
fyros_hawker_t1	Aetis Zessen	fyfc2
fyros_hawker_t3	Xarius Tindix	fyfc2old
fyros_hawker_z3	Tikos Lyseus	fyfc2
fyros_hawker_z4	Ulydon Zessen	fyfc2mid
fyros_hunter_f3	Xamus Zessen	fyfa1mid
fyros_hunter_f5	Zeton Pelorus	fyfa1mid
fyros_hunter_f6	Cecaon Lyseus	fyfa1mid
fyros_hunter_f7	Xyllo Krinn	fyfa1mid
fyros_hunter_f8	Aetis Abygrian	fyfa1old
fyros_journeyman_f1	Xylaus Tindix	fyfc1mid
fyros_journeyman_f2	Apola Boethus	fyfc1mid
fyros_journeyman_f4	Zenix Mekops	fyfc1old
fyros_journeyman_f8	Zeion Pelorus	fyfc1mid
fyros_journeyman_m2	Ulylus Lyseus	fyfc1mid
fyros_journeyman_t1	Aexius Zessen	fyfc1mid
fyros_journeyman_t3	Aporon Abygrian	fyfc1mid
fyros_journeyman_z1	Apollo Abygrian	fyfc1
fyros_patrolman_f1	Apon Abygrian	fyfa2mid
fyros_patrolman_f2	Cekos Lyseus	fyfa2mid
fyros_patrolman_f4	Apodix Abygrian	fyfa2mid
fyros_patrolman_f8	Xyros Tindix	fyfa2mid
fyros_prospector_1_f2	Xymus Mekops	fyfc1
fyros_prospector_1_f4	Ulyron Lyseus	fyfc1mid
fyros_prospector_1_f8	Boenix Lyseus	fyfc1mid
fyros_prospector_2_f1	Boeton Ibiraan	fyfc1
fyros_prospector_2_f3	Xyla Zessen	fyfc1
fyros_prospector_2_f5	Ulyan Lyseus	fyfc1old
fyros_prospector_2_f6	Ulyion Zessen	fyfc1old
fyros_prospector_2_f7	Zemus Mekops	fyfc1old
fyros_scout_f1	Xyrius Tindix	fyfa1mid
fyros_scout_f2	Xymus Tindix	fyfa1
fyros_scout_f3	Apolus Abygrian	fyfa1
fyros_scout_f4	Abyxius Zessen	fyfa1
fyros_scout_m1	Xylion Krinn	fyfa1mid
fyros_scout_z1	Xarius Zessen	fyfa1mid
outpost_fyros_10_fyros_steward_f1	Xaron Zessen	fyfc3old
outpost_fyros_12_fyros_steward_f1	Den Zessen	fyfc3mid
outpost_fyros_13_fyros_steward_f1	Xyn Pelorus	fyfc3
outpost_fyros_16_fyros_steward_f1	Aedos Zessen	fyfc3old
outpost_fyros_18_fyros_steward_f1	Xatis Tindix	fyfc3mid
outpost_fyros_20_fyros_steward_f1	Apodix Zessen	fyfc3
outpost_fyros_22_fyros_steward_f1	Zeion Zessen	fyfc3old
outpost_fyros_24_fyros_steward_f1	Boeton Krinn	fyfc3mid
outpost_fyros_26_fyros_steward_f1	Xatheus Tindix	fyfc3old
outpost_fyros_28_fyros_steward_f1	Xathus Zessen	fyfc3mid
outpost_matis_32_fyros_steward_m1	Xyton Pelorus	fyfc3mid
pyr_corporal_3_f1	Apollo Boethus	fyfa2mid
pyr_foreman_2_f1	Abykos Zessen	fyfc1mid
pyr_foreman_4_f1	Abyan Zessen	fyfc1
pyr_messenger_2_f1	Boethus Ibiraan	fyfc1old
pyr_messenger_3_f1	Xyla Tindix	fyfc1
pyr_sergent_1_f1	Zean Pelorus	fyfa2
pyr_supplier_2_f1	Ulycaon Lyseus	fyfc2
pyr_supplier_4_f1	Zemus Zessen	fyfc2mid
pyr_welcomer_1_f1	Ulyron Zessen	fyfc3
thesos_captain_2_f1	Zean Krinn	fyfa3mid
thesos_foreman_1_f1	Xyan Tindix	fyfc1
thesos_supplier_2_f1	Zeion Mekops	fyfc2mid
thesos_welcomer_f1	Aenix Zessen	fyfc3
yrkanis_fyros_ambassador_m1	Xatheus Zessen	fyfc3old
afuaroi	Aexius Boethus	fyhc2
Ahedus	Apola Abygrian	fyha1
aikalluf	Zelus Krinn	fyhc2old
aisosr	Apokos Boethus	fyhc2
dyron_captain_2_f1	Xyn Tindix	fyha3mid
dyron_foreman_1_f1	Xaton Tindix	fyhc1
dyron_supplier_2_f1	Aekos Zessen	fyhc2mid
dyron_welcomer_f1	Xynix Krinn	fyhc3old
fyros_hawker_f3	Aethus Abygrian	fyhc2
fyros_hawker_f5	Xytis Krinn	fyhc2
fyros_hawker_f6	Dethus Tindix	fyhc2mid
fyros_hawker_f7	Ulyrius Lyseus	fyhc2
fyros_hawker_m3	Ulydos Zessen	fyhc2
fyros_hawker_m5	Xycaon Tindix	fyhc2mid
fyros_hawker_t2	Aeps Zessen	fyhc2
fyros_hawker_t4	Abylaus Zessen	fyhc2mid
fyros_hawker_z1	Cedon Lyseus	fyhc2
fyros_hawker_z2	Zelus Zessen	fyhc2
fyros_hunter_f1	Zelus Pelorus	fyha1
fyros_hunter_f2	Deusse Xaphaan	fyha1mid
fyros_hunter_f4	Xyan Zessen	fyha1old
fyros_journeyman_f3	Xyrius Mekops	fyhc1
fyros_journeyman_f5	Aello Zessen	fyhc1
fyros_journeyman_f6	Apodon Zessen	fyhc1mid
fyros_journeyman_f7	Xynix Pelorus	fyhc1old
fyros_journeyman_m1	Cedon Ibiraan	fyhc2
fyros_journeyman_t2	Cela Lyseus	fyhc1old
fyros_patrolman_f3	Xyllo Tindix	fyha2
fyros_patrolman_f5	Xaton Krinn	fyha2
fyros_patrolman_f6	Xaron Tindix	fyha2
fyros_patrolman_f7	Abytheus Zessen	fyha2mid
fyros_prospector_1_f1	Apomus Boethus	fyhc1old
fyros_prospector_1_f3	Xycaon Krinn	fyhc1old
fyros_prospector_1_f5	Zenix Pelorus	fyhc1mid
fyros_prospector_1_f6	Ulytheus Zessen	fyhc1
fyros_prospector_1_f7	Zelus Mekops	fyhc1
fyros_prospector_2_f2	Deuseus Xaphaan	fyhc1mid
fyros_prospector_2_f4	Xyllo Zessen	fyhc1mid
fyros_prospector_2_f8	Apolaus Abygrian	fyhc1old
fyros_scout_f5	Titon Lyseus	fyha1old
fyros_scout_f6	Apolaus Boethus	fyha1old
fyros_scout_f7	Xarus Tindix	fyha1
fyros_scout_m2	Apoan Boethus	fyha1
fyros_scout_t1	Cean Krinn	fyha1mid
kairho	Zexius Pelorus	fyha1
Kami adept		
outpost_fyros_11_fyros_steward_f1	Zethus Pelorus	fyhc3old
outpost_fyros_14_fyros_steward_f1	Zetheus Pelorus	fyhc3mid
outpost_fyros_15_fyros_steward_f1	Zeps Zessen	fyhc3
outpost_fyros_17_fyros_steward_f1	Deuan Tindix	fyhc3mid
outpost_fyros_19_fyros_steward_f1	Xynix Mekops	fyhc3old
outpost_fyros_21_fyros_steward_f1	Zetheus Zessen	fyhc3
outpost_fyros_23_fyros_steward_f1	Xalus Zessen	fyhc3mid
outpost_fyros_25_fyros_steward_f1	Deurus Xaphaan	fyhc3old
outpost_fyros_27_fyros_steward_f1	Zekos Krinn	fyhc3
pyr_corporal_1_f1	Tin Lyseus	fyha2
pyr_corporal_2_f1	Xykos Zessen	fyha2old
pyr_foreman_1_f1	Xaros Zessen	fyhc1
pyr_foreman_3_f1	Aeseus Zessen	fyhc1old
pyr_messenger_1_f1	Apon Boethus	fyhc1
pyr_sergent_2_f1	Tila Lyseus	fyha2mid
pyr_supplier_1_f1	Xalaus Zessen	fyhc2mid
pyr_supplier_3_f1	Xanix Zessen	fyhc2old
pyr_welcomer_2_f1	Ticaon Lyseus	fyhc3mid
selth	Zean Mekops	fyha1
slydhiel	Aporon Boethus	fyha1
thesos_captain_1_f1	Zekos Mekops	fyha3
thesos_foreman_2_f1	Xylus Krinn	fyhc1mid
thesos_messenger_f1	Xylus Tindix	fyhc1old
thesos_supplier_1_f1	Xyros Krinn	fyhc2
vlad	Xyton Zessen	fyha1
zora_fyros_ambassador_z1	Xyrius Zessen	fyhc3
aefaxza	Vargia Cuirello	mafc2
aefettlvsa	Vani Cuido	mafc2
aefsettxa	Vargia Cuirini	mafc2mid
avalae_captain_1_m1	Viccia Gilo	mafa3old
avalae_captain_2_m1	Vassi Cuino	mafa3
avalae_foreman_1_m1	Rosiera Pedi	mafc1old
avalae_welcomer_m1	Rosirne Lirello	mafc3
borea_corporal_2_m1	Vara Fredi	mafa2
borea_supplier_1_m1	Rosirne Listi	mafc1old
borea_supplier_2_m1	Rosirne Miachini	mafc2
davae_sergent_2_m1	Rosirne Miadera	mafa2mid
davae_supplier_1_m1	Rosirne Linio	mafc2
davae_supplier_2_m1	Vargia Cuisi	mafc2mid
fairhaven_matis_ambassador_t1	Viccia Lido	mafc3
matis_hawker_f1	Vara Cuipi	mafc2mid
matis_hawker_f2	Viccia Gini	mafc2
matis_hawker_f3	Rosiera Pechio	mafc2old
matis_hawker_f5	Vara Frebi	mafc2mid
matis_hawker_f6	Vani Cuinti	mafc2mid
matis_hawker_m1	Vani Cuirini	mafc2mid
matis_hawker_m2	Viccia Lichio	mafc2old
matis_hawker_m4	Rosirne Linia	mafc2old
matis_hawker_m5	Vara Cuiri	mafc2mid
matis_hawker_t3	Vani Cuiri	mafc2
matis_hunter_m5	Rosirne Mialli	mafa1mid
matis_hunter_m6	Viccia Gisi	mafa1mid
matis_hunter_m7	Rosirne Lirini	mafa1
matis_journeyman_f2	Vani Frechini	mafc2
matis_journeyman_m1	Vani Cuillo	mafc2mid
matis_journeyman_t1	Aniche Anidera	mafc1mid
matis_journeyman_z2	Viccia Gillo	mafc1mid
matis_journeyman_z3	Viccia Ligno	mafc1
matis_patrolman_m1	Aniche Anigno	mafa2
matis_patrolman_m3	Viccia Lichini	mafa2mid
matis_prospector_1_m3	Vani Cuindi	mafc1
matis_prospector_1_m5	Vargia Cuivaldo	mafc1mid
matis_prospector_1_m6	Sicha Pelli	mafc1
matis_prospector_2_m1	Viccia Girinia	mafc1old
matis_prospector_2_m4	Rosirgia Nindi	mafc1mid
matis_prospector_2_m7	Viccia Lidera	mafc1
matis_scout_f3	Rosirne Liri	mafa1mid
matis_scout_m2	Vara Cuinia	mafa1old
matis_scout_m4	Rosirgia Nini	mafa1mid
matis_scout_m6	Vani Frecco	mafa1mid
matis_scout_t1	Viccia Lidi	mafa1old
matis_scout_t3	Aniche Anidi	mafa1mid
miani_corporal_2_m1	Vara Cuino	mafa2
miani_foreman_2_m1	Vani Cuinia	mafc1old
miani_supplier_2_m1	Rosirne Miadi	mafc1mid
natae_captain_1_m1	Vara Cuisi	mafa3
natae_foreman_2_m1	Rosirne Linti	mafc1mid
natae_messenger_m1	Rosirne Miabi	mafc1mid
nistia_foreman_2_m1	Viccia Girini	mafc1mid
nistia_supplier_1_m1	Rosiera Pechini	mafc2mid
outpost_fyros_26_matis_steward_f1	Vara Frelli	mafc3mid
outpost_matis_10_matis_steward_m1	Rosirne Miani	mafc3mid
outpost_matis_12_matis_steward_m1	Rosirne Miania	mafc3old
outpost_matis_14_matis_steward_m1	Rosirne Mianio	mafc3mid
outpost_matis_16_matis_steward_m1	Vara Cuirinia	mafc3old
outpost_matis_18_matis_steward_m1	Viccia Gisti	mafc3mid
outpost_matis_20_matis_steward_m1	Rosirne Lindi	mafc3
outpost_matis_22_matis_steward_m1	Viccia Givaldo	mafc3mid
outpost_matis_24_matis_steward_m1	Rosirne Lirinia	mafc3
outpost_matis_26_matis_steward_m1	Rosirne Lizzo	mafc3mid
outpost_matis_28_matis_steward_m1	Rosirne Miado	mafc3old
outpost_matis_30_matis_steward_m1	Vani Cuidi	mafc3mid
outpost_matis_32_matis_steward_m1	Vara Cuivaldo	mafc3
pyr_matis_ambassador_f1	Vani Frebi	mafc3mid
rosilio_corporal_1_m1	Vara Frello	mafa2mid
rosilio_corporal_2_m1	Viccia Ginti	mafa2old
rosilio_foreman_2_m1	Vargia Cuiri	mafc1
rosilio_supplier_2_m1	Vani Cuipi	mafc1old
stalli_corporal_2_m1	Vani Cuirinia	mafa2mid
stalli_foreman_1_m1	Vani Cuisi	mafc1mid
stalli_supplier_2_m1	Vani Cuinio	mafc1
yrkanis_corporal_2_m1	Vara Frecco	mafa2
